gene,disease,module_id,module_degree,global_degree,module_size,mod_deg_norm,label
GHITM,AD,3,1,158,195,0.005128205128205128,0
GHITM,AD,4,16,158,233,0.06866952789699571,0
GHITM,AD,5,3,158,160,0.01875,0
GHITM,AD,6,0,158,118,0.0,0
GHITM,AD,7,1,158,53,0.018867924528301886,0
GHITM,AD,8,2,158,394,0.005076142131979695,0
GHITM,AD,9,2,158,128,0.015625,0
GHITM,AD,10,1,158,293,0.0034129692832764505,0
GHITM,AD,11,3,158,81,0.037037037037037035,0
GHITM,AD,12,0,158,129,0.0,0
GHITM,AD,13,1,158,290,0.0034482758620689655,0
GHITM,AD,14,1,158,38,0.02631578947368421,0
GHITM,AD,15,2,158,179,0.0111731843575419,0
GHITM,AD,16,1,158,129,0.007751937984496124,0
GHITM,AD,17,0,158,175,0.0,0
GHITM,AD,18,1,158,96,0.010416666666666666,0
GHITM,AD,19,1,158,112,0.008928571428571428,0
GHITM,AD,20,1,158,213,0.004694835680751174,0
GHITM,AD,21,1,158,159,0.006289308176100629,0
GHITM,AD,22,6,158,512,0.01171875,0
GHITM,AD,23,0,158,91,0.0,0
FAM179B,AD,0,0,14,194,0.0,0
FAM179B,AD,1,0,14,216,0.0,0
FAM179B,AD,2,0,14,109,0.0,0
FAM179B,AD,3,1,14,195,0.005128205128205128,0
FAM179B,AD,4,2,14,233,0.008583690987124463,0
FAM179B,AD,5,0,14,160,0.0,0
FAM179B,AD,6,0,14,118,0.0,0
FAM179B,AD,7,0,14,53,0.0,0
FAM179B,AD,8,1,14,394,0.0025380710659898475,0
FAM179B,AD,9,0,14,128,0.0,0
FAM179B,AD,10,1,14,293,0.0034129692832764505,0
FAM179B,AD,11,0,14,81,0.0,0
FAM179B,AD,12,0,14,129,0.0,0
FAM179B,AD,13,0,14,290,0.0,0
FAM179B,AD,14,0,14,38,0.0,0
FAM179B,AD,15,1,14,179,0.00558659217877095,0
FAM179B,AD,16,0,14,129,0.0,0
FAM179B,AD,17,0,14,175,0.0,0
FAM179B,AD,18,0,14,96,0.0,0
FAM179B,AD,19,0,14,112,0.0,0
FAM179B,AD,20,0,14,213,0.0,0
FAM179B,AD,21,1,14,159,0.006289308176100629,0
FAM179B,AD,22,0,14,512,0.0,0
FAM179B,AD,23,0,14,91,0.0,0
MALT1,AD,0,5,70,194,0.02577319587628866,0
MALT1,AD,1,4,70,216,0.018518518518518517,0
MALT1,AD,2,0,70,109,0.0,0
MALT1,AD,3,5,70,195,0.02564102564102564,0
MALT1,AD,4,1,70,233,0.004291845493562232,0
MALT1,AD,5,2,70,160,0.0125,0
MALT1,AD,6,2,70,118,0.01694915254237288,0
MALT1,AD,7,0,70,53,0.0,0
MALT1,AD,8,2,70,394,0.005076142131979695,0
MALT1,AD,9,7,70,128,0.0546875,0
MALT1,AD,10,1,70,293,0.0034129692832764505,0
MALT1,AD,11,1,70,81,0.012345679012345678,0
MALT1,AD,12,1,70,129,0.007751937984496124,0
MALT1,AD,13,0,70,290,0.0,0
MALT1,AD,14,1,70,38,0.02631578947368421,0
MALT1,AD,15,1,70,179,0.00558659217877095,0
MALT1,AD,16,1,70,129,0.007751937984496124,0
MALT1,AD,17,1,70,175,0.005714285714285714,0
MALT1,AD,18,0,70,96,0.0,0
MALT1,AD,19,1,70,112,0.008928571428571428,0
MALT1,AD,20,1,70,213,0.004694835680751174,0
MALT1,AD,21,1,70,159,0.006289308176100629,0
MALT1,AD,22,7,70,512,0.013671875,0
MALT1,AD,23,0,70,91,0.0,0
PI4KA,AD,0,7,236,194,0.03608247422680412,0
PI4KA,AD,1,4,236,216,0.018518518518518517,0
PI4KA,AD,2,1,236,109,0.009174311926605505,0
PI4KA,AD,3,7,236,195,0.035897435897435895,0
PI4KA,AD,4,17,236,233,0.07296137339055794,0
PI4KA,AD,5,3,236,160,0.01875,0
PI4KA,AD,6,2,236,118,0.01694915254237288,0
PI4KA,AD,7,1,236,53,0.018867924528301886,0
PI4KA,AD,8,9,236,394,0.02284263959390863,0
PI4KA,AD,9,3,236,128,0.0234375,0
PI4KA,AD,10,2,236,293,0.006825938566552901,0
PI4KA,AD,11,2,236,81,0.024691358024691357,0
PI4KA,AD,12,3,236,129,0.023255813953488372,0
PI4KA,AD,13,5,236,290,0.017241379310344827,0
PI4KA,AD,14,1,236,38,0.02631578947368421,0
PI4KA,AD,15,5,236,179,0.027932960893854747,0
PI4KA,AD,16,6,236,129,0.046511627906976744,0
PI4KA,AD,17,3,236,175,0.017142857142857144,0
PI4KA,AD,18,3,236,96,0.03125,0
PI4KA,AD,19,3,236,112,0.026785714285714284,0
PI4KA,AD,20,4,236,213,0.018779342723004695,0
PI4KA,AD,21,5,236,159,0.031446540880503145,0
PI4KA,AD,22,11,236,512,0.021484375,0
PI4KA,AD,23,3,236,91,0.03296703296703297,0
CENPW,AD,0,2,29,194,0.010309278350515464,0
CENPW,AD,1,1,29,216,0.004629629629629629,0
CENPW,AD,2,0,29,109,0.0,0
CENPW,AD,3,2,29,195,0.010256410256410256,0
CENPW,AD,4,0,29,233,0.0,0
CENPW,AD,5,0,29,160,0.0,0
CENPW,AD,6,0,29,118,0.0,0
CENPW,AD,7,0,29,53,0.0,0
CENPW,AD,8,2,29,394,0.005076142131979695,0
CENPW,AD,9,0,29,128,0.0,0
CENPW,AD,10,2,29,293,0.006825938566552901,0
CENPW,AD,11,0,29,81,0.0,0
CENPW,AD,12,1,29,129,0.007751937984496124,0
CENPW,AD,13,0,29,290,0.0,0
CENPW,AD,14,0,29,38,0.0,0
CENPW,AD,15,0,29,179,0.0,0
CENPW,AD,16,1,29,129,0.007751937984496124,0
CENPW,AD,17,0,29,175,0.0,0
CENPW,AD,18,0,29,96,0.0,0
CENPW,AD,19,1,29,112,0.008928571428571428,0
CENPW,AD,20,1,29,213,0.004694835680751174,0
CENPW,AD,21,0,29,159,0.0,0
CENPW,AD,22,1,29,512,0.001953125,0
CENPW,AD,23,0,29,91,0.0,0
FAM168B,AD,0,3,57,194,0.015463917525773196,0
FAM168B,AD,1,2,57,216,0.009259259259259259,0
FAM168B,AD,2,0,57,109,0.0,0
FAM168B,AD,3,0,57,195,0.0,0
FAM168B,AD,4,0,57,233,0.0,0
FAM168B,AD,5,2,57,160,0.0125,0
FAM168B,AD,6,0,57,118,0.0,0
FAM168B,AD,7,0,57,53,0.0,0
FAM168B,AD,8,2,57,394,0.005076142131979695,0
FAM168B,AD,9,1,57,128,0.0078125,0
FAM168B,AD,10,2,57,293,0.006825938566552901,0
FAM168B,AD,11,0,57,81,0.0,0
FAM168B,AD,12,0,57,129,0.0,0
FAM168B,AD,13,0,57,290,0.0,0
FAM168B,AD,14,1,57,38,0.02631578947368421,0
FAM168B,AD,15,0,57,179,0.0,0
FAM168B,AD,16,0,57,129,0.0,0
FAM168B,AD,17,2,57,175,0.011428571428571429,0
FAM168B,AD,18,1,57,96,0.010416666666666666,0
FAM168B,AD,19,0,57,112,0.0,0
FAM168B,AD,20,0,57,213,0.0,0
FAM168B,AD,21,1,57,159,0.006289308176100629,0
FAM168B,AD,22,1,57,512,0.001953125,0
FAM168B,AD,23,0,57,91,0.0,0
HIST2H4B,AD,0,4,47,194,0.020618556701030927,0
HIST2H4B,AD,1,2,47,216,0.009259259259259259,0
HIST2H4B,AD,2,0,47,109,0.0,0
HIST2H4B,AD,3,3,47,195,0.015384615384615385,0
HIST2H4B,AD,4,2,47,233,0.008583690987124463,0
HIST2H4B,AD,5,1,47,160,0.00625,0
HIST2H4B,AD,6,0,47,118,0.0,0
HIST2H4B,AD,7,0,47,53,0.0,0
HIST2H4B,AD,8,1,47,394,0.0025380710659898475,0
HIST2H4B,AD,9,0,47,128,0.0,0
HIST2H4B,AD,10,9,47,293,0.030716723549488054,0
HIST2H4B,AD,11,1,47,81,0.012345679012345678,0
HIST2H4B,AD,12,0,47,129,0.0,0
HIST2H4B,AD,13,0,47,290,0.0,0
HIST2H4B,AD,14,0,47,38,0.0,0
HIST2H4B,AD,15,2,47,179,0.0111731843575419,0
HIST2H4B,AD,16,2,47,129,0.015503875968992248,0
HIST2H4B,AD,17,3,47,175,0.017142857142857144,0
HIST2H4B,AD,18,1,47,96,0.010416666666666666,0
HIST2H4B,AD,19,0,47,112,0.0,0
HIST2H4B,AD,20,0,47,213,0.0,0
HIST2H4B,AD,21,3,47,159,0.018867924528301886,0
HIST2H4B,AD,22,3,47,512,0.005859375,0
HIST2H4B,AD,23,1,47,91,0.01098901098901099,0
DDX58,AD,0,40,1785,194,0.20618556701030927,0
DDX58,AD,1,37,1785,216,0.1712962962962963,0
DDX58,AD,2,17,1785,109,0.1559633027522936,0
DDX58,AD,3,32,1785,195,0.1641025641025641,0
DDX58,AD,4,34,1785,233,0.1459227467811159,0
DDX58,AD,5,25,1785,160,0.15625,0
DDX58,AD,6,17,1785,118,0.1440677966101695,0
DDX58,AD,7,8,1785,53,0.1509433962264151,0
DDX58,AD,8,57,1785,394,0.1446700507614213,0
DDX58,AD,9,20,1785,128,0.15625,0
DDX58,AD,10,40,1785,293,0.13651877133105803,0
DDX58,AD,11,11,1785,81,0.13580246913580246,0
DDX58,AD,12,20,1785,129,0.15503875968992248,0
DDX58,AD,13,28,1785,290,0.09655172413793103,0
DDX58,AD,14,6,1785,38,0.15789473684210525,0
DDX58,AD,15,28,1785,179,0.1564245810055866,0
DDX58,AD,16,11,1785,129,0.08527131782945736,0
DDX58,AD,17,18,1785,175,0.10285714285714286,0
DDX58,AD,18,12,1785,96,0.125,0
DDX58,AD,19,13,1785,112,0.11607142857142858,0
DDX58,AD,20,30,1785,213,0.14084507042253522,0
DDX58,AD,21,27,1785,159,0.16981132075471697,0
DDX58,AD,22,67,1785,512,0.130859375,0
DDX58,AD,23,10,1785,91,0.10989010989010989,0
RAB13,AD,0,2,129,194,0.010309278350515464,0
RAB13,AD,1,6,129,216,0.027777777777777776,0
RAB13,AD,2,0,129,109,0.0,0
RAB13,AD,3,4,129,195,0.020512820512820513,0
RAB13,AD,4,17,129,233,0.07296137339055794,0
RAB13,AD,5,5,129,160,0.03125,0
RAB13,AD,6,3,129,118,0.025423728813559324,0
RAB13,AD,7,0,129,53,0.0,0
RAB13,AD,8,4,129,394,0.01015228426395939,0
RAB13,AD,9,3,129,128,0.0234375,0
RAB13,AD,10,0,129,293,0.0,0
RAB13,AD,11,2,129,81,0.024691358024691357,0
RAB13,AD,12,0,129,129,0.0,0
RAB13,AD,13,3,129,290,0.010344827586206896,0
RAB13,AD,14,0,129,38,0.0,0
RAB13,AD,15,1,129,179,0.00558659217877095,0
RAB13,AD,16,4,129,129,0.031007751937984496,0
RAB13,AD,17,1,129,175,0.005714285714285714,0
RAB13,AD,18,0,129,96,0.0,0
RAB13,AD,19,3,129,112,0.026785714285714284,0
RAB13,AD,20,3,129,213,0.014084507042253521,0
RAB13,AD,21,2,129,159,0.012578616352201259,0
RAB13,AD,22,13,129,512,0.025390625,0
RAB13,AD,23,1,129,91,0.01098901098901099,0
MRPS35,AD,0,4,323,194,0.020618556701030927,0
MRPS35,AD,1,5,323,216,0.023148148148148147,0
MRPS35,AD,2,1,323,109,0.009174311926605505,0
MRPS35,AD,3,13,323,195,0.06666666666666667,0
MRPS35,AD,4,11,323,233,0.04721030042918455,0
MRPS35,AD,5,27,323,160,0.16875,0
MRPS35,AD,6,0,323,118,0.0,0
MRPS35,AD,7,1,323,53,0.018867924528301886,0
MRPS35,AD,8,24,323,394,0.06091370558375635,0
MRPS35,AD,9,1,323,128,0.0078125,0
MRPS35,AD,10,8,323,293,0.027303754266211604,0
MRPS35,AD,11,1,323,81,0.012345679012345678,0
MRPS35,AD,12,4,323,129,0.031007751937984496,0
MRPS35,AD,13,13,323,290,0.04482758620689655,0
MRPS35,AD,14,0,323,38,0.0,0
MRPS35,AD,15,8,323,179,0.0446927374301676,0
MRPS35,AD,16,0,323,129,0.0,0
MRPS35,AD,17,4,323,175,0.022857142857142857,0
MRPS35,AD,18,4,323,96,0.041666666666666664,0
MRPS35,AD,19,3,323,112,0.026785714285714284,0
MRPS35,AD,20,3,323,213,0.014084507042253521,0
MRPS35,AD,21,2,323,159,0.012578616352201259,0
MRPS35,AD,22,13,323,512,0.025390625,0
MRPS35,AD,23,2,323,91,0.02197802197802198,0
GPR182,AD,0,3,454,194,0.015463917525773196,0
GPR182,AD,1,16,454,216,0.07407407407407407,0
GPR182,AD,2,5,454,109,0.045871559633027525,0
GPR182,AD,3,2,454,195,0.010256410256410256,0
GPR182,AD,4,16,454,233,0.06866952789699571,0
GPR182,AD,5,6,454,160,0.0375,0
GPR182,AD,6,2,454,118,0.01694915254237288,0
GPR182,AD,7,11,454,53,0.20754716981132076,0
GPR182,AD,8,9,454,394,0.02284263959390863,0
GPR182,AD,9,7,454,128,0.0546875,0
GPR182,AD,10,11,454,293,0.03754266211604096,0
GPR182,AD,11,4,454,81,0.04938271604938271,0
GPR182,AD,12,2,454,129,0.015503875968992248,0
GPR182,AD,13,4,454,290,0.013793103448275862,0
GPR182,AD,14,5,454,38,0.13157894736842105,0
GPR182,AD,15,12,454,179,0.0670391061452514,0
GPR182,AD,16,2,454,129,0.015503875968992248,0
GPR182,AD,17,3,454,175,0.017142857142857144,0
GPR182,AD,18,1,454,96,0.010416666666666666,0
GPR182,AD,19,1,454,112,0.008928571428571428,0
GPR182,AD,20,3,454,213,0.014084507042253521,0
GPR182,AD,21,7,454,159,0.0440251572327044,0
GPR182,AD,22,12,454,512,0.0234375,0
GPR182,AD,23,5,454,91,0.054945054945054944,0
LCE2B,AD,0,0,83,194,0.0,0
LCE2B,AD,1,0,83,216,0.0,0
LCE2B,AD,2,0,83,109,0.0,0
LCE2B,AD,3,1,83,195,0.005128205128205128,0
LCE2B,AD,4,0,83,233,0.0,0
LCE2B,AD,5,0,83,160,0.0,0
LCE2B,AD,6,1,83,118,0.00847457627118644,0
LCE2B,AD,7,0,83,53,0.0,0
LCE2B,AD,8,2,83,394,0.005076142131979695,0
LCE2B,AD,9,0,83,128,0.0,0
LCE2B,AD,10,1,83,293,0.0034129692832764505,0
LCE2B,AD,11,1,83,81,0.012345679012345678,0
LCE2B,AD,12,0,83,129,0.0,0
LCE2B,AD,13,1,83,290,0.0034482758620689655,0
LCE2B,AD,14,0,83,38,0.0,0
LCE2B,AD,15,1,83,179,0.00558659217877095,0
LCE2B,AD,16,0,83,129,0.0,0
LCE2B,AD,17,6,83,175,0.03428571428571429,0
LCE2B,AD,18,0,83,96,0.0,0
LCE2B,AD,19,1,83,112,0.008928571428571428,0
LCE2B,AD,20,0,83,213,0.0,0
LCE2B,AD,21,1,83,159,0.006289308176100629,0
LCE2B,AD,22,0,83,512,0.0,0
LCE2B,AD,23,0,83,91,0.0,0
CREB3,AD,0,0,244,194,0.0,0
CREB3,AD,1,9,244,216,0.041666666666666664,0
CREB3,AD,2,0,244,109,0.0,0
CREB3,AD,3,4,244,195,0.020512820512820513,0
CREB3,AD,4,8,244,233,0.034334763948497854,0
CREB3,AD,5,0,244,160,0.0,0
CREB3,AD,6,2,244,118,0.01694915254237288,0
CREB3,AD,7,0,244,53,0.0,0
CREB3,AD,8,5,244,394,0.012690355329949238,0
CREB3,AD,9,3,244,128,0.0234375,0
CREB3,AD,10,5,244,293,0.017064846416382253,0
CREB3,AD,11,1,244,81,0.012345679012345678,0
CREB3,AD,12,2,244,129,0.015503875968992248,0
CREB3,AD,13,6,244,290,0.020689655172413793,0
CREB3,AD,14,1,244,38,0.02631578947368421,0
CREB3,AD,15,3,244,179,0.01675977653631285,0
CREB3,AD,16,10,244,129,0.07751937984496124,0
CREB3,AD,17,1,244,175,0.005714285714285714,0
CREB3,AD,18,2,244,96,0.020833333333333332,0
CREB3,AD,19,4,244,112,0.03571428571428571,0
CREB3,AD,20,1,244,213,0.004694835680751174,0
CREB3,AD,21,4,244,159,0.025157232704402517,0
CREB3,AD,22,3,244,512,0.005859375,0
CREB3,AD,23,2,244,91,0.02197802197802198,0
ATPAF1,AD,0,2,135,194,0.010309278350515464,0
ATPAF1,AD,1,1,135,216,0.004629629629629629,0
ATPAF1,AD,2,0,135,109,0.0,0
ATPAF1,AD,3,3,135,195,0.015384615384615385,0
ATPAF1,AD,4,6,135,233,0.02575107296137339,0
ATPAF1,AD,5,23,135,160,0.14375,0
ATPAF1,AD,6,0,135,118,0.0,0
ATPAF1,AD,7,0,135,53,0.0,0
ATPAF1,AD,8,1,135,394,0.0025380710659898475,0
ATPAF1,AD,9,3,135,128,0.0234375,0
ATPAF1,AD,10,2,135,293,0.006825938566552901,0
ATPAF1,AD,11,0,135,81,0.0,0
ATPAF1,AD,12,0,135,129,0.0,0
ATPAF1,AD,13,1,135,290,0.0034482758620689655,0
ATPAF1,AD,14,0,135,38,0.0,0
ATPAF1,AD,15,4,135,179,0.0223463687150838,0
ATPAF1,AD,16,1,135,129,0.007751937984496124,0
ATPAF1,AD,17,2,135,175,0.011428571428571429,0
ATPAF1,AD,18,0,135,96,0.0,0
ATPAF1,AD,19,2,135,112,0.017857142857142856,0
ATPAF1,AD,20,1,135,213,0.004694835680751174,0
ATPAF1,AD,21,1,135,159,0.006289308176100629,0
ATPAF1,AD,22,5,135,512,0.009765625,0
ATPAF1,AD,23,0,135,91,0.0,0
TSNAX,AD,0,5,194,194,0.02577319587628866,0
TSNAX,AD,1,6,194,216,0.027777777777777776,0
TSNAX,AD,2,3,194,109,0.027522935779816515,0
TSNAX,AD,3,7,194,195,0.035897435897435895,0
TSNAX,AD,4,4,194,233,0.017167381974248927,0
TSNAX,AD,5,3,194,160,0.01875,0
TSNAX,AD,6,4,194,118,0.03389830508474576,0
TSNAX,AD,7,2,194,53,0.03773584905660377,0
TSNAX,AD,8,6,194,394,0.015228426395939087,0
TSNAX,AD,9,4,194,128,0.03125,0
TSNAX,AD,10,8,194,293,0.027303754266211604,0
TSNAX,AD,11,1,194,81,0.012345679012345678,0
TSNAX,AD,12,3,194,129,0.023255813953488372,0
TSNAX,AD,13,1,194,290,0.0034482758620689655,0
TSNAX,AD,14,2,194,38,0.05263157894736842,0
TSNAX,AD,15,2,194,179,0.0111731843575419,0
TSNAX,AD,16,2,194,129,0.015503875968992248,0
TSNAX,AD,17,1,194,175,0.005714285714285714,0
TSNAX,AD,18,7,194,96,0.07291666666666667,0
TSNAX,AD,19,1,194,112,0.008928571428571428,0
TSNAX,AD,20,4,194,213,0.018779342723004695,0
TSNAX,AD,21,3,194,159,0.018867924528301886,0
TSNAX,AD,22,9,194,512,0.017578125,0
TSNAX,AD,23,2,194,91,0.02197802197802198,0
TACO1,AD,0,2,343,194,0.010309278350515464,0
TACO1,AD,1,3,343,216,0.013888888888888888,0
TACO1,AD,2,4,343,109,0.03669724770642202,0
TACO1,AD,3,13,343,195,0.06666666666666667,0
TACO1,AD,4,6,343,233,0.02575107296137339,0
TACO1,AD,5,39,343,160,0.24375,0
TACO1,AD,6,0,343,118,0.0,0
TACO1,AD,7,1,343,53,0.018867924528301886,0
TACO1,AD,8,12,343,394,0.030456852791878174,0
TACO1,AD,9,3,343,128,0.0234375,0
TACO1,AD,10,5,343,293,0.017064846416382253,0
TACO1,AD,11,1,343,81,0.012345679012345678,0
TACO1,AD,12,1,343,129,0.007751937984496124,0
TACO1,AD,13,8,343,290,0.027586206896551724,0
TACO1,AD,14,1,343,38,0.02631578947368421,0
TACO1,AD,15,9,343,179,0.05027932960893855,0
TACO1,AD,16,0,343,129,0.0,0
TACO1,AD,17,2,343,175,0.011428571428571429,0
TACO1,AD,18,1,343,96,0.010416666666666666,0
TACO1,AD,19,3,343,112,0.026785714285714284,0
TACO1,AD,20,4,343,213,0.018779342723004695,0
TACO1,AD,21,2,343,159,0.012578616352201259,0
TACO1,AD,22,11,343,512,0.021484375,0
TACO1,AD,23,0,343,91,0.0,0
TAF15,AD,0,9,424,194,0.04639175257731959,0
TAF15,AD,1,13,424,216,0.06018518518518518,0
TAF15,AD,2,3,424,109,0.027522935779816515,0
TAF15,AD,3,23,424,195,0.11794871794871795,0
TAF15,AD,4,10,424,233,0.04291845493562232,0
TAF15,AD,5,4,424,160,0.025,0
TAF15,AD,6,6,424,118,0.05084745762711865,0
TAF15,AD,7,1,424,53,0.018867924528301886,0
TAF15,AD,8,31,424,394,0.07868020304568528,0
TAF15,AD,9,2,424,128,0.015625,0
TAF15,AD,10,30,424,293,0.10238907849829351,0
TAF15,AD,11,11,424,81,0.13580246913580246,0
TAF15,AD,12,2,424,129,0.015503875968992248,0
TAF15,AD,13,5,424,290,0.017241379310344827,0
TAF15,AD,14,2,424,38,0.05263157894736842,0
TAF15,AD,15,5,424,179,0.027932960893854747,0
TAF15,AD,16,6,424,129,0.046511627906976744,0
TAF15,AD,17,5,424,175,0.02857142857142857,0
TAF15,AD,18,3,424,96,0.03125,0
TAF15,AD,19,2,424,112,0.017857142857142856,0
TAF15,AD,20,9,424,213,0.04225352112676056,0
TAF15,AD,21,7,424,159,0.0440251572327044,0
TAF15,AD,22,15,424,512,0.029296875,0
TAF15,AD,23,3,424,91,0.03296703296703297,0
E2F4,AD,0,15,489,194,0.07731958762886598,0
E2F4,AD,1,9,489,216,0.041666666666666664,0
E2F4,AD,2,0,489,109,0.0,0
E2F4,AD,3,17,489,195,0.08717948717948718,0
E2F4,AD,4,12,489,233,0.05150214592274678,0
E2F4,AD,5,11,489,160,0.06875,0
E2F4,AD,6,5,489,118,0.0423728813559322,0
E2F4,AD,7,2,489,53,0.03773584905660377,0
E2F4,AD,8,40,489,394,0.10152284263959391,0
E2F4,AD,9,3,489,128,0.0234375,0
E2F4,AD,10,29,489,293,0.09897610921501707,0
E2F4,AD,11,5,489,81,0.06172839506172839,0
E2F4,AD,12,5,489,129,0.03875968992248062,0
E2F4,AD,13,12,489,290,0.041379310344827586,0
E2F4,AD,14,1,489,38,0.02631578947368421,0
E2F4,AD,15,6,489,179,0.0335195530726257,0
E2F4,AD,16,8,489,129,0.06201550387596899,0
E2F4,AD,17,4,489,175,0.022857142857142857,0
E2F4,AD,18,3,489,96,0.03125,0
E2F4,AD,19,5,489,112,0.044642857142857144,0
E2F4,AD,20,18,489,213,0.08450704225352113,0
E2F4,AD,21,8,489,159,0.050314465408805034,0
E2F4,AD,22,26,489,512,0.05078125,0
E2F4,AD,23,2,489,91,0.02197802197802198,0
PITRM1,AD,0,0,174,194,0.0,0
PITRM1,AD,1,2,174,216,0.009259259259259259,0
PITRM1,AD,2,1,174,109,0.009174311926605505,0
PITRM1,AD,3,9,174,195,0.046153846153846156,0
PITRM1,AD,4,8,174,233,0.034334763948497854,0
PITRM1,AD,5,11,174,160,0.06875,0
PITRM1,AD,6,3,174,118,0.025423728813559324,0
PITRM1,AD,7,0,174,53,0.0,0
PITRM1,AD,8,4,174,394,0.01015228426395939,0
PITRM1,AD,9,2,174,128,0.015625,0
PITRM1,AD,10,2,174,293,0.006825938566552901,0
PITRM1,AD,11,0,174,81,0.0,0
PITRM1,AD,12,0,174,129,0.0,0
PITRM1,AD,13,4,174,290,0.013793103448275862,0
PITRM1,AD,14,0,174,38,0.0,0
PITRM1,AD,15,2,174,179,0.0111731843575419,0
PITRM1,AD,16,3,174,129,0.023255813953488372,0
PITRM1,AD,17,8,174,175,0.045714285714285714,0
PITRM1,AD,18,1,174,96,0.010416666666666666,0
PITRM1,AD,19,1,174,112,0.008928571428571428,0
PITRM1,AD,20,1,174,213,0.004694835680751174,0
PITRM1,AD,21,4,174,159,0.025157232704402517,0
PITRM1,AD,22,7,174,512,0.013671875,0
PITRM1,AD,23,0,174,91,0.0,0
KRT3,AD,0,3,98,194,0.015463917525773196,0
KRT3,AD,1,0,98,216,0.0,0
KRT3,AD,2,1,98,109,0.009174311926605505,0
KRT3,AD,3,4,98,195,0.020512820512820513,0
KRT3,AD,4,3,98,233,0.012875536480686695,0
KRT3,AD,5,3,98,160,0.01875,0
KRT3,AD,6,1,98,118,0.00847457627118644,0
KRT3,AD,7,0,98,53,0.0,0
KRT3,AD,8,3,98,394,0.007614213197969543,0
KRT3,AD,9,1,98,128,0.0078125,0
KRT3,AD,10,0,98,293,0.0,0
KRT3,AD,11,2,98,81,0.024691358024691357,0
KRT3,AD,12,1,98,129,0.007751937984496124,0
KRT3,AD,13,1,98,290,0.0034482758620689655,0
KRT3,AD,14,1,98,38,0.02631578947368421,0
KRT3,AD,15,0,98,179,0.0,0
KRT3,AD,16,4,98,129,0.031007751937984496,0
KRT3,AD,17,0,98,175,0.0,0
KRT3,AD,18,0,98,96,0.0,0
KRT3,AD,19,5,98,112,0.044642857142857144,0
KRT3,AD,20,2,98,213,0.009389671361502348,0
KRT3,AD,21,1,98,159,0.006289308176100629,0
KRT3,AD,22,6,98,512,0.01171875,0
KRT3,AD,23,0,98,91,0.0,0
ARHGDIB,AD,0,1,45,194,0.005154639175257732,0
ARHGDIB,AD,1,0,45,216,0.0,0
ARHGDIB,AD,2,0,45,109,0.0,0
ARHGDIB,AD,3,4,45,195,0.020512820512820513,0
ARHGDIB,AD,4,2,45,233,0.008583690987124463,0
ARHGDIB,AD,5,2,45,160,0.0125,0
ARHGDIB,AD,6,0,45,118,0.0,0
ARHGDIB,AD,7,0,45,53,0.0,0
ARHGDIB,AD,8,2,45,394,0.005076142131979695,0
ARHGDIB,AD,9,0,45,128,0.0,0
ARHGDIB,AD,10,1,45,293,0.0034129692832764505,0
ARHGDIB,AD,11,2,45,81,0.024691358024691357,0
ARHGDIB,AD,12,2,45,129,0.015503875968992248,0
ARHGDIB,AD,13,1,45,290,0.0034482758620689655,0
ARHGDIB,AD,14,2,45,38,0.05263157894736842,0
ARHGDIB,AD,15,0,45,179,0.0,0
ARHGDIB,AD,16,1,45,129,0.007751937984496124,0
ARHGDIB,AD,17,1,45,175,0.005714285714285714,0
ARHGDIB,AD,18,0,45,96,0.0,0
ARHGDIB,AD,19,1,45,112,0.008928571428571428,0
ARHGDIB,AD,20,1,45,213,0.004694835680751174,0
ARHGDIB,AD,21,1,45,159,0.006289308176100629,0
ARHGDIB,AD,22,1,45,512,0.001953125,0
ARHGDIB,AD,23,0,45,91,0.0,0
SCAI,AD,0,0,62,194,0.0,0
SCAI,AD,1,2,62,216,0.009259259259259259,0
SCAI,AD,2,1,62,109,0.009174311926605505,0
SCAI,AD,3,2,62,195,0.010256410256410256,0
SCAI,AD,4,0,62,233,0.0,0
SCAI,AD,5,0,62,160,0.0,0
SCAI,AD,6,1,62,118,0.00847457627118644,0
SCAI,AD,7,0,62,53,0.0,0
SCAI,AD,8,2,62,394,0.005076142131979695,0
SCAI,AD,9,2,62,128,0.015625,0
SCAI,AD,10,7,62,293,0.023890784982935155,0
SCAI,AD,11,3,62,81,0.037037037037037035,0
SCAI,AD,12,3,62,129,0.023255813953488372,0
SCAI,AD,13,1,62,290,0.0034482758620689655,0
SCAI,AD,14,0,62,38,0.0,0
SCAI,AD,15,1,62,179,0.00558659217877095,0
SCAI,AD,16,0,62,129,0.0,0
SCAI,AD,17,3,62,175,0.017142857142857144,0
SCAI,AD,18,0,62,96,0.0,0
SCAI,AD,19,0,62,112,0.0,0
SCAI,AD,20,0,62,213,0.0,0
SCAI,AD,21,3,62,159,0.018867924528301886,0
SCAI,AD,22,2,62,512,0.00390625,0
SCAI,AD,23,0,62,91,0.0,0
NDUFS4,AD,0,1,205,194,0.005154639175257732,0
NDUFS4,AD,1,2,205,216,0.009259259259259259,0
NDUFS4,AD,2,0,205,109,0.0,0
NDUFS4,AD,3,2,205,195,0.010256410256410256,0
NDUFS4,AD,4,6,205,233,0.02575107296137339,0
NDUFS4,AD,5,40,205,160,0.25,0
NDUFS4,AD,6,0,205,118,0.0,0
NDUFS4,AD,7,0,205,53,0.0,0
NDUFS4,AD,8,4,205,394,0.01015228426395939,0
