gene,disease,module_id,module_degree,global_degree,module_size,mod_deg_norm,label
SRSF3,PD,2,25,526,196,0.12755102040816327,0
SRSF3,PD,3,5,526,153,0.032679738562091505,0
SRSF3,PD,4,15,526,300,0.05,0
SRSF3,PD,5,12,526,148,0.08108108108108109,0
SRSF3,PD,6,6,526,101,0.0594059405940594,0
SRSF3,PD,7,5,526,133,0.03759398496240601,0
SRSF3,PD,8,6,526,127,0.047244094488188976,0
SRSF3,PD,9,0,526,6,0.0,0
SRSF3,PD,10,14,526,168,0.08333333333333333,0
SRSF3,PD,11,6,526,100,0.06,0
SRSF3,PD,12,12,526,239,0.0502092050209205,0
SRSF3,PD,13,15,526,210,0.07142857142857142,0
SRSF3,PD,14,0,526,38,0.0,0
SRSF3,PD,15,0,526,5,0.0,0
SRSF3,PD,16,7,526,111,0.06306306306306306,0
SRSF3,PD,17,20,526,144,0.1388888888888889,0
SRSF3,PD,18,1,526,11,0.09090909090909091,0
SRSF3,PD,19,1,526,67,0.014925373134328358,0
SRSF3,PD,20,0,526,44,0.0,0
SRSF3,PD,21,24,526,296,0.08108108108108109,0
SRSF3,PD,22,7,526,181,0.03867403314917127,0
BCL9L,PD,0,3,53,60,0.05,0
BCL9L,PD,1,2,53,299,0.006688963210702341,0
BCL9L,PD,2,0,53,196,0.0,0
BCL9L,PD,3,2,53,153,0.013071895424836602,0
BCL9L,PD,4,0,53,300,0.0,0
BCL9L,PD,5,1,53,148,0.006756756756756757,0
BCL9L,PD,6,0,53,101,0.0,0
BCL9L,PD,7,1,53,133,0.007518796992481203,0
BCL9L,PD,8,1,53,127,0.007874015748031496,0
BCL9L,PD,9,1,53,6,0.16666666666666666,0
BCL9L,PD,10,1,53,168,0.005952380952380952,0
BCL9L,PD,11,0,53,100,0.0,0
BCL9L,PD,12,1,53,239,0.0041841004184100415,0
BCL9L,PD,13,1,53,210,0.004761904761904762,0
BCL9L,PD,14,0,53,38,0.0,0
BCL9L,PD,15,0,53,5,0.0,0
BCL9L,PD,16,2,53,111,0.018018018018018018,0
BCL9L,PD,17,3,53,144,0.020833333333333332,0
BCL9L,PD,18,0,53,11,0.0,0
BCL9L,PD,19,0,53,67,0.0,0
BCL9L,PD,20,0,53,44,0.0,0
BCL9L,PD,21,5,53,296,0.016891891891891893,0
BCL9L,PD,22,3,53,181,0.016574585635359115,0
COL14A1,PD,0,0,96,60,0.0,0
COL14A1,PD,1,2,96,299,0.006688963210702341,0
COL14A1,PD,2,1,96,196,0.00510204081632653,0
COL14A1,PD,3,0,96,153,0.0,0
COL14A1,PD,4,1,96,300,0.0033333333333333335,0
COL14A1,PD,5,0,96,148,0.0,0
COL14A1,PD,6,0,96,101,0.0,0
COL14A1,PD,7,2,96,133,0.015037593984962405,0
COL14A1,PD,8,2,96,127,0.015748031496062992,0
COL14A1,PD,9,0,96,6,0.0,0
COL14A1,PD,10,3,96,168,0.017857142857142856,0
COL14A1,PD,11,1,96,100,0.01,0
COL14A1,PD,12,11,96,239,0.04602510460251046,0
COL14A1,PD,13,2,96,210,0.009523809523809525,0
COL14A1,PD,14,0,96,38,0.0,0
COL14A1,PD,15,0,96,5,0.0,0
COL14A1,PD,16,0,96,111,0.0,0
COL14A1,PD,17,0,96,144,0.0,0
COL14A1,PD,18,0,96,11,0.0,0
COL14A1,PD,19,0,96,67,0.0,0
COL14A1,PD,20,2,96,44,0.045454545454545456,0
COL14A1,PD,21,1,96,296,0.0033783783783783786,0
COL14A1,PD,22,0,96,181,0.0,0
BFSP2,PD,0,2,67,60,0.03333333333333333,0
BFSP2,PD,1,0,67,299,0.0,0
BFSP2,PD,2,1,67,196,0.00510204081632653,0
BFSP2,PD,3,0,67,153,0.0,0
BFSP2,PD,4,0,67,300,0.0,0
BFSP2,PD,5,1,67,148,0.006756756756756757,0
BFSP2,PD,6,0,67,101,0.0,0
BFSP2,PD,7,2,67,133,0.015037593984962405,0
BFSP2,PD,8,0,67,127,0.0,0
BFSP2,PD,9,0,67,6,0.0,0
BFSP2,PD,10,1,67,168,0.005952380952380952,0
BFSP2,PD,11,2,67,100,0.02,0
BFSP2,PD,12,0,67,239,0.0,0
BFSP2,PD,13,2,67,210,0.009523809523809525,0
BFSP2,PD,14,0,67,38,0.0,0
BFSP2,PD,15,0,67,5,0.0,0
BFSP2,PD,16,0,67,111,0.0,0
BFSP2,PD,17,1,67,144,0.006944444444444444,0
BFSP2,PD,18,0,67,11,0.0,0
BFSP2,PD,19,0,67,67,0.0,0
BFSP2,PD,20,0,67,44,0.0,0
BFSP2,PD,21,1,67,296,0.0033783783783783786,0
BFSP2,PD,22,1,67,181,0.0055248618784530384,0
CYP2J2,PD,0,0,35,60,0.0,0
CYP2J2,PD,1,0,35,299,0.0,0
CYP2J2,PD,2,2,35,196,0.01020408163265306,0
CYP2J2,PD,3,1,35,153,0.006535947712418301,0
CYP2J2,PD,4,0,35,300,0.0,0
CYP2J2,PD,5,0,35,148,0.0,0
CYP2J2,PD,6,0,35,101,0.0,0
CYP2J2,PD,7,0,35,133,0.0,0
CYP2J2,PD,8,0,35,127,0.0,0
CYP2J2,PD,9,0,35,6,0.0,0
CYP2J2,PD,10,0,35,168,0.0,0
CYP2J2,PD,11,0,35,100,0.0,0
CYP2J2,PD,12,3,35,239,0.012552301255230125,0
CYP2J2,PD,13,1,35,210,0.004761904761904762,0
CYP2J2,PD,14,1,35,38,0.02631578947368421,0
CYP2J2,PD,15,0,35,5,0.0,0
CYP2J2,PD,16,7,35,111,0.06306306306306306,0
CYP2J2,PD,17,0,35,144,0.0,0
CYP2J2,PD,18,0,35,11,0.0,0
CYP2J2,PD,19,1,35,67,0.014925373134328358,0
CYP2J2,PD,20,0,35,44,0.0,0
CYP2J2,PD,21,1,35,296,0.0033783783783783786,0
CYP2J2,PD,22,0,35,181,0.0,0
CEPT1,PD,0,1,83,60,0.016666666666666666,0
CEPT1,PD,1,4,83,299,0.013377926421404682,0
CEPT1,PD,2,0,83,196,0.0,0
CEPT1,PD,3,1,83,153,0.006535947712418301,0
CEPT1,PD,4,2,83,300,0.006666666666666667,0
CEPT1,PD,5,2,83,148,0.013513513513513514,0
CEPT1,PD,6,2,83,101,0.019801980198019802,0
CEPT1,PD,7,2,83,133,0.015037593984962405,0
CEPT1,PD,8,4,83,127,0.031496062992125984,0
CEPT1,PD,9,0,83,6,0.0,0
CEPT1,PD,10,1,83,168,0.005952380952380952,0
CEPT1,PD,11,2,83,100,0.02,0
CEPT1,PD,12,9,83,239,0.03765690376569038,0
CEPT1,PD,13,0,83,210,0.0,0
CEPT1,PD,14,0,83,38,0.0,0
CEPT1,PD,15,0,83,5,0.0,0
CEPT1,PD,16,3,83,111,0.02702702702702703,0
CEPT1,PD,17,2,83,144,0.013888888888888888,0
CEPT1,PD,18,1,83,11,0.09090909090909091,0
CEPT1,PD,19,0,83,67,0.0,0
CEPT1,PD,20,0,83,44,0.0,0
CEPT1,PD,21,1,83,296,0.0033783783783783786,0
CEPT1,PD,22,1,83,181,0.0055248618784530384,0
CNOT10,PD,0,0,154,60,0.0,0
CNOT10,PD,1,8,154,299,0.026755852842809364,0
CNOT10,PD,2,4,154,196,0.02040816326530612,0
CNOT10,PD,3,1,154,153,0.006535947712418301,0
CNOT10,PD,4,2,154,300,0.006666666666666667,0
CNOT10,PD,5,1,154,148,0.006756756756756757,0
CNOT10,PD,6,4,154,101,0.039603960396039604,0
CNOT10,PD,7,4,154,133,0.03007518796992481,0
CNOT10,PD,8,3,154,127,0.023622047244094488,0
CNOT10,PD,9,0,154,6,0.0,0
CNOT10,PD,10,2,154,168,0.011904761904761904,0
CNOT10,PD,11,3,154,100,0.03,0
CNOT10,PD,12,2,154,239,0.008368200836820083,0
CNOT10,PD,13,11,154,210,0.05238095238095238,0
CNOT10,PD,14,0,154,38,0.0,0
CNOT10,PD,15,0,154,5,0.0,0
CNOT10,PD,16,0,154,111,0.0,0
CNOT10,PD,17,3,154,144,0.020833333333333332,0
CNOT10,PD,18,0,154,11,0.0,0
CNOT10,PD,19,2,154,67,0.029850746268656716,0
CNOT10,PD,20,0,154,44,0.0,0
CNOT10,PD,21,4,154,296,0.013513513513513514,0
CNOT10,PD,22,3,154,181,0.016574585635359115,0
CD47,PD,0,0,71,60,0.0,0
CD47,PD,1,2,71,299,0.006688963210702341,0
CD47,PD,2,1,71,196,0.00510204081632653,0
CD47,PD,3,1,71,153,0.006535947712418301,0
CD47,PD,4,1,71,300,0.0033333333333333335,0
CD47,PD,5,3,71,148,0.02027027027027027,0
CD47,PD,6,0,71,101,0.0,0
CD47,PD,7,0,71,133,0.0,0
CD47,PD,8,2,71,127,0.015748031496062992,0
CD47,PD,9,0,71,6,0.0,0
CD47,PD,10,3,71,168,0.017857142857142856,0
CD47,PD,11,0,71,100,0.0,0
CD47,PD,12,8,71,239,0.03347280334728033,0
CD47,PD,13,2,71,210,0.009523809523809525,0
CD47,PD,14,1,71,38,0.02631578947368421,0
CD47,PD,15,0,71,5,0.0,0
CD47,PD,16,0,71,111,0.0,0
CD47,PD,17,2,71,144,0.013888888888888888,0
CD47,PD,18,0,71,11,0.0,0
CD47,PD,19,0,71,67,0.0,0
CD47,PD,20,0,71,44,0.0,0
CD47,PD,21,2,71,296,0.006756756756756757,0
CD47,PD,22,3,71,181,0.016574585635359115,0
SLC12A7,PD,0,0,158,60,0.0,0
SLC12A7,PD,1,1,158,299,0.0033444816053511705,0
SLC12A7,PD,2,1,158,196,0.00510204081632653,0
SLC12A7,PD,3,2,158,153,0.013071895424836602,0
SLC12A7,PD,4,3,158,300,0.01,0
SLC12A7,PD,5,2,158,148,0.013513513513513514,0
SLC12A7,PD,6,0,158,101,0.0,0
SLC12A7,PD,7,3,158,133,0.022556390977443608,0
SLC12A7,PD,8,1,158,127,0.007874015748031496,0
SLC12A7,PD,9,0,158,6,0.0,0
SLC12A7,PD,10,1,158,168,0.005952380952380952,0
SLC12A7,PD,11,0,158,100,0.0,0
SLC12A7,PD,12,34,158,239,0.14225941422594143,0
SLC12A7,PD,13,3,158,210,0.014285714285714285,0
SLC12A7,PD,14,0,158,38,0.0,0
SLC12A7,PD,15,0,158,5,0.0,0
SLC12A7,PD,16,1,158,111,0.009009009009009009,0
SLC12A7,PD,17,1,158,144,0.006944444444444444,0
SLC12A7,PD,18,0,158,11,0.0,0
SLC12A7,PD,19,5,158,67,0.07462686567164178,0
SLC12A7,PD,20,1,158,44,0.022727272727272728,0
SLC12A7,PD,21,1,158,296,0.0033783783783783786,0
SLC12A7,PD,22,5,158,181,0.027624309392265192,0
NDUFA3,PD,0,0,93,60,0.0,0
NDUFA3,PD,1,1,93,299,0.0033444816053511705,0
NDUFA3,PD,2,1,93,196,0.00510204081632653,0
NDUFA3,PD,3,1,93,153,0.006535947712418301,0
NDUFA3,PD,4,3,93,300,0.01,0
NDUFA3,PD,5,1,93,148,0.006756756756756757,0
NDUFA3,PD,6,0,93,101,0.0,0
NDUFA3,PD,7,0,93,133,0.0,0
NDUFA3,PD,8,2,93,127,0.015748031496062992,0
NDUFA3,PD,9,0,93,6,0.0,0
NDUFA3,PD,10,3,93,168,0.017857142857142856,0
NDUFA3,PD,11,0,93,100,0.0,0
NDUFA3,PD,12,2,93,239,0.008368200836820083,0
NDUFA3,PD,13,0,93,210,0.0,0
NDUFA3,PD,14,0,93,38,0.0,0
NDUFA3,PD,15,0,93,5,0.0,0
NDUFA3,PD,16,14,93,111,0.12612612612612611,0
NDUFA3,PD,17,0,93,144,0.0,0
NDUFA3,PD,18,0,93,11,0.0,0
NDUFA3,PD,19,1,93,67,0.014925373134328358,0
NDUFA3,PD,20,0,93,44,0.0,0
NDUFA3,PD,21,2,93,296,0.006756756756756757,0
NDUFA3,PD,22,0,93,181,0.0,0
LSM7,PD,0,0,114,60,0.0,0
LSM7,PD,1,8,114,299,0.026755852842809364,0
LSM7,PD,2,1,114,196,0.00510204081632653,0
LSM7,PD,3,0,114,153,0.0,0
LSM7,PD,4,8,114,300,0.02666666666666667,0
LSM7,PD,5,1,114,148,0.006756756756756757,0
LSM7,PD,6,0,114,101,0.0,0
LSM7,PD,7,1,114,133,0.007518796992481203,0
LSM7,PD,8,3,114,127,0.023622047244094488,0
LSM7,PD,9,0,114,6,0.0,0
LSM7,PD,10,3,114,168,0.017857142857142856,0
LSM7,PD,11,1,114,100,0.01,0
LSM7,PD,12,3,114,239,0.012552301255230125,0
LSM7,PD,13,3,114,210,0.014285714285714285,0
LSM7,PD,14,0,114,38,0.0,0
LSM7,PD,15,0,114,5,0.0,0
LSM7,PD,16,0,114,111,0.0,0
LSM7,PD,17,4,114,144,0.027777777777777776,0
LSM7,PD,18,0,114,11,0.0,0
LSM7,PD,19,1,114,67,0.014925373134328358,0
LSM7,PD,20,0,114,44,0.0,0
LSM7,PD,21,6,114,296,0.02027027027027027,0
LSM7,PD,22,2,114,181,0.011049723756906077,0
GNB2,PD,0,0,527,60,0.0,0
GNB2,PD,1,31,527,299,0.10367892976588629,0
GNB2,PD,2,24,527,196,0.12244897959183673,0
GNB2,PD,3,11,527,153,0.0718954248366013,0
GNB2,PD,4,26,527,300,0.08666666666666667,0
GNB2,PD,5,9,527,148,0.060810810810810814,0
GNB2,PD,6,5,527,101,0.04950495049504951,0
GNB2,PD,7,9,527,133,0.06766917293233082,0
GNB2,PD,8,6,527,127,0.047244094488188976,0
GNB2,PD,9,0,527,6,0.0,0
GNB2,PD,10,23,527,168,0.13690476190476192,0
GNB2,PD,11,3,527,100,0.03,0
GNB2,PD,12,20,527,239,0.08368200836820083,0
GNB2,PD,13,11,527,210,0.05238095238095238,0
GNB2,PD,14,1,527,38,0.02631578947368421,0
GNB2,PD,15,0,527,5,0.0,0
GNB2,PD,16,4,527,111,0.036036036036036036,0
GNB2,PD,17,7,527,144,0.04861111111111111,0
GNB2,PD,18,1,527,11,0.09090909090909091,0
GNB2,PD,19,5,527,67,0.07462686567164178,0
GNB2,PD,20,2,527,44,0.045454545454545456,0
GNB2,PD,21,15,527,296,0.05067567567567568,0
GNB2,PD,22,19,527,181,0.10497237569060773,0
IGF2BP1,PD,0,3,557,60,0.05,0
IGF2BP1,PD,1,59,557,299,0.19732441471571907,0
IGF2BP1,PD,2,23,557,196,0.11734693877551021,0
IGF2BP1,PD,3,8,557,153,0.05228758169934641,0
IGF2BP1,PD,4,15,557,300,0.05,0
IGF2BP1,PD,5,10,557,148,0.06756756756756757,0
IGF2BP1,PD,6,9,557,101,0.0891089108910891,0
IGF2BP1,PD,7,11,557,133,0.08270676691729323,0
IGF2BP1,PD,8,7,557,127,0.05511811023622047,0
IGF2BP1,PD,9,1,557,6,0.16666666666666666,0
IGF2BP1,PD,10,16,557,168,0.09523809523809523,0
IGF2BP1,PD,11,4,557,100,0.04,0
IGF2BP1,PD,12,21,557,239,0.08786610878661087,0
IGF2BP1,PD,13,13,557,210,0.06190476190476191,0
IGF2BP1,PD,14,1,557,38,0.02631578947368421,0
IGF2BP1,PD,15,0,557,5,0.0,0
IGF2BP1,PD,16,9,557,111,0.08108108108108109,0
IGF2BP1,PD,17,16,557,144,0.1111111111111111,0
IGF2BP1,PD,18,0,557,11,0.0,0
IGF2BP1,PD,19,2,557,67,0.029850746268656716,0
IGF2BP1,PD,20,1,557,44,0.022727272727272728,0
IGF2BP1,PD,21,34,557,296,0.11486486486486487,0
IGF2BP1,PD,22,9,557,181,0.049723756906077346,0
PLS3,PD,0,0,269,60,0.0,0
PLS3,PD,1,15,269,299,0.05016722408026756,0
PLS3,PD,2,23,269,196,0.11734693877551021,0
PLS3,PD,3,5,269,153,0.032679738562091505,0
PLS3,PD,4,20,269,300,0.06666666666666667,0
PLS3,PD,5,9,269,148,0.060810810810810814,0
PLS3,PD,6,5,269,101,0.04950495049504951,0
PLS3,PD,7,2,269,133,0.015037593984962405,0
PLS3,PD,8,6,269,127,0.047244094488188976,0
PLS3,PD,9,0,269,6,0.0,0
PLS3,PD,10,19,269,168,0.1130952380952381,0
PLS3,PD,11,4,269,100,0.04,0
PLS3,PD,12,18,269,239,0.07531380753138076,0
PLS3,PD,13,16,269,210,0.0761904761904762,0
PLS3,PD,14,0,269,38,0.0,0
PLS3,PD,15,0,269,5,0.0,0
PLS3,PD,16,3,269,111,0.02702702702702703,0
PLS3,PD,17,3,269,144,0.020833333333333332,0
PLS3,PD,18,0,269,11,0.0,0
PLS3,PD,19,0,269,67,0.0,0
PLS3,PD,20,3,269,44,0.06818181818181818,0
PLS3,PD,21,14,269,296,0.0472972972972973,0
PLS3,PD,22,9,269,181,0.049723756906077346,0
ETV7,PD,0,1,27,60,0.016666666666666666,0
ETV7,PD,1,0,27,299,0.0,0
ETV7,PD,2,2,27,196,0.01020408163265306,0
ETV7,PD,3,0,27,153,0.0,0
ETV7,PD,4,0,27,300,0.0,0
ETV7,PD,5,1,27,148,0.006756756756756757,0
ETV7,PD,6,0,27,101,0.0,0
ETV7,PD,7,0,27,133,0.0,0
ETV7,PD,8,0,27,127,0.0,0
ETV7,PD,9,0,27,6,0.0,0
ETV7,PD,10,0,27,168,0.0,0
ETV7,PD,11,1,27,100,0.01,0
ETV7,PD,12,0,27,239,0.0,0
ETV7,PD,13,0,27,210,0.0,0
ETV7,PD,14,0,27,38,0.0,0
ETV7,PD,15,0,27,5,0.0,0
ETV7,PD,16,0,27,111,0.0,0
ETV7,PD,17,1,27,144,0.006944444444444444,0
ETV7,PD,18,0,27,11,0.0,0
ETV7,PD,19,0,27,67,0.0,0
ETV7,PD,20,0,27,44,0.0,0
ETV7,PD,21,2,27,296,0.006756756756756757,0
ETV7,PD,22,0,27,181,0.0,0
nsp15,PD,0,5,743,60,0.08333333333333333,0
nsp15,PD,1,27,743,299,0.0903010033444816,0
nsp15,PD,2,34,743,196,0.17346938775510204,0
nsp15,PD,3,9,743,153,0.058823529411764705,0
nsp15,PD,4,42,743,300,0.14,0
nsp15,PD,5,12,743,148,0.08108108108108109,0
nsp15,PD,6,10,743,101,0.09900990099009901,0
nsp15,PD,7,6,743,133,0.045112781954887216,0
nsp15,PD,8,14,743,127,0.11023622047244094,0
nsp15,PD,9,1,743,6,0.16666666666666666,0
nsp15,PD,10,24,743,168,0.14285714285714285,0
nsp15,PD,11,7,743,100,0.07,0
nsp15,PD,12,18,743,239,0.07531380753138076,0
nsp15,PD,13,32,743,210,0.1523809523809524,0
nsp15,PD,14,0,743,38,0.0,0
nsp15,PD,15,0,743,5,0.0,0
nsp15,PD,16,4,743,111,0.036036036036036036,0
nsp15,PD,17,18,743,144,0.125,0
nsp15,PD,18,1,743,11,0.09090909090909091,0
nsp15,PD,19,3,743,67,0.04477611940298507,0
nsp15,PD,20,1,743,44,0.022727272727272728,0
nsp15,PD,21,33,743,296,0.11148648648648649,0
nsp15,PD,22,13,743,181,0.0718232044198895,0
METTL15,PD,0,0,278,60,0.0,0
METTL15,PD,1,44,278,299,0.14715719063545152,0
METTL15,PD,2,6,278,196,0.030612244897959183,0
METTL15,PD,3,0,278,153,0.0,0
METTL15,PD,4,4,278,300,0.013333333333333334,0
METTL15,PD,5,4,278,148,0.02702702702702703,0
METTL15,PD,6,4,278,101,0.039603960396039604,0
METTL15,PD,7,0,278,133,0.0,0
METTL15,PD,8,2,278,127,0.015748031496062992,0
METTL15,PD,9,0,278,6,0.0,0
METTL15,PD,10,4,278,168,0.023809523809523808,0
METTL15,PD,11,2,278,100,0.02,0
METTL15,PD,12,1,278,239,0.0041841004184100415,0
METTL15,PD,13,4,278,210,0.01904761904761905,0
METTL15,PD,14,0,278,38,0.0,0
METTL15,PD,15,0,278,5,0.0,0
METTL15,PD,16,33,278,111,0.2972972972972973,0
METTL15,PD,17,5,278,144,0.034722222222222224,0
METTL15,PD,18,0,278,11,0.0,0
METTL15,PD,19,1,278,67,0.014925373134328358,0
METTL15,PD,20,1,278,44,0.022727272727272728,0
METTL15,PD,21,4,278,296,0.013513513513513514,0
METTL15,PD,22,1,278,181,0.0055248618784530384,0
SUCLA2,PD,0,0,205,60,0.0,0
SUCLA2,PD,1,10,205,299,0.033444816053511704,0
SUCLA2,PD,2,2,205,196,0.01020408163265306,0
SUCLA2,PD,3,0,205,153,0.0,0
SUCLA2,PD,4,6,205,300,0.02,0
SUCLA2,PD,5,3,205,148,0.02027027027027027,0
SUCLA2,PD,6,0,205,101,0.0,0
SUCLA2,PD,7,3,205,133,0.022556390977443608,0
SUCLA2,PD,8,7,205,127,0.05511811023622047,0
SUCLA2,PD,9,0,205,6,0.0,0
SUCLA2,PD,10,19,205,168,0.1130952380952381,0
SUCLA2,PD,11,0,205,100,0.0,0
SUCLA2,PD,12,8,205,239,0.03347280334728033,0
SUCLA2,PD,13,5,205,210,0.023809523809523808,0
SUCLA2,PD,14,0,205,38,0.0,0
SUCLA2,PD,15,0,205,5,0.0,0
SUCLA2,PD,16,20,205,111,0.18018018018018017,0
SUCLA2,PD,17,3,205,144,0.020833333333333332,0
SUCLA2,PD,18,0,205,11,0.0,0
SUCLA2,PD,19,0,205,67,0.0,0
SUCLA2,PD,20,2,205,44,0.045454545454545456,0
SUCLA2,PD,21,5,205,296,0.016891891891891893,0
SUCLA2,PD,22,3,205,181,0.016574585635359115,0
C16orf58,PD,0,1,195,60,0.016666666666666666,0
C16orf58,PD,1,1,195,299,0.0033444816053511705,0
C16orf58,PD,2,0,195,196,0.0,0
C16orf58,PD,3,1,195,153,0.006535947712418301,0
C16orf58,PD,4,3,195,300,0.01,0
C16orf58,PD,5,1,195,148,0.006756756756756757,0
C16orf58,PD,6,4,195,101,0.039603960396039604,0
C16orf58,PD,7,0,195,133,0.0,0
C16orf58,PD,8,4,195,127,0.031496062992125984,0
C16orf58,PD,9,0,195,6,0.0,0
C16orf58,PD,10,1,195,168,0.005952380952380952,0
C16orf58,PD,11,2,195,100,0.02,0
C16orf58,PD,12,15,195,239,0.06276150627615062,0
C16orf58,PD,13,0,195,210,0.0,0
C16orf58,PD,14,4,195,38,0.10526315789473684,0
C16orf58,PD,15,0,195,5,0.0,0
C16orf58,PD,16,0,195,111,0.0,0
C16orf58,PD,17,2,195,144,0.013888888888888888,0
C16orf58,PD,18,0,195,11,0.0,0
C16orf58,PD,19,1,195,67,0.014925373134328358,0
C16orf58,PD,20,0,195,44,0.0,0
C16orf58,PD,21,2,195,296,0.006756756756756757,0
C16orf58,PD,22,2,195,181,0.011049723756906077,0
DEPDC1B,PD,0,1,200,60,0.016666666666666666,0
DEPDC1B,PD,1,3,200,299,0.010033444816053512,0
DEPDC1B,PD,2,2,200,196,0.01020408163265306,0
DEPDC1B,PD,3,4,200,153,0.026143790849673203,0
DEPDC1B,PD,4,6,200,300,0.02,0
DEPDC1B,PD,5,3,200,148,0.02027027027027027,0
DEPDC1B,PD,6,0,200,101,0.0,0
DEPDC1B,PD,7,2,200,133,0.015037593984962405,0
DEPDC1B,PD,8,4,200,127,0.031496062992125984,0
DEPDC1B,PD,9,0,200,6,0.0,0
DEPDC1B,PD,10,6,200,168,0.03571428571428571,0
DEPDC1B,PD,11,1,200,100,0.01,0
DEPDC1B,PD,12,25,200,239,0.10460251046025104,0
DEPDC1B,PD,13,10,200,210,0.047619047619047616,0
DEPDC1B,PD,14,1,200,38,0.02631578947368421,0
DEPDC1B,PD,15,0,200,5,0.0,0
DEPDC1B,PD,16,2,200,111,0.018018018018018018,0
DEPDC1B,PD,17,3,200,144,0.020833333333333332,0
DEPDC1B,PD,18,0,200,11,0.0,0
DEPDC1B,PD,19,0,200,67,0.0,0
DEPDC1B,PD,20,0,200,44,0.0,0
DEPDC1B,PD,21,4,200,296,0.013513513513513514,0
DEPDC1B,PD,22,5,200,181,0.027624309392265192,0
CASP8AP2,PD,0,1,55,60,0.016666666666666666,0
CASP8AP2,PD,1,0,55,299,0.0,0
CASP8AP2,PD,2,1,55,196,0.00510204081632653,0
CASP8AP2,PD,3,0,55,153,0.0,0
CASP8AP2,PD,4,2,55,300,0.006666666666666667,0
CASP8AP2,PD,5,1,55,148,0.006756756756756757,0
CASP8AP2,PD,6,2,55,101,0.019801980198019802,0
CASP8AP2,PD,7,1,55,133,0.007518796992481203,0
CASP8AP2,PD,8,0,55,127,0.0,0
CASP8AP2,PD,9,0,55,6,0.0,0
CASP8AP2,PD,10,4,55,168,0.023809523809523808,0
CASP8AP2,PD,11,3,55,100,0.03,0
CASP8AP2,PD,12,1,55,239,0.0041841004184100415,0
CASP8AP2,PD,13,1,55,210,0.004761904761904762,0
CASP8AP2,PD,14,1,55,38,0.02631578947368421,0
CASP8AP2,PD,15,0,55,5,0.0,0
CASP8AP2,PD,16,1,55,111,0.009009009009009009,0
CASP8AP2,PD,17,3,55,144,0.020833333333333332,0
CASP8AP2,PD,18,0,55,11,0.0,0
CASP8AP2,PD,19,0,55,67,0.0,0
CASP8AP2,PD,20,0,55,44,0.0,0
CASP8AP2,PD,21,6,55,296,0.02027027027027027,0
CASP8AP2,PD,22,2,55,181,0.011049723756906077,0
COPB2,PD,0,2,420,60,0.03333333333333333,0
COPB2,PD,1,24,420,299,0.0802675585284281,0
COPB2,PD,2,19,420,196,0.09693877551020408,0
COPB2,PD,3,5,420,153,0.032679738562091505,0
COPB2,PD,4,15,420,300,0.05,0
COPB2,PD,5,6,420,148,0.04054054054054054,0
COPB2,PD,6,8,420,101,0.07920792079207921,0
COPB2,PD,7,3,420,133,0.022556390977443608,0
COPB2,PD,8,10,420,127,0.07874015748031496,0
COPB2,PD,9,0,420,6,0.0,0
COPB2,PD,10,14,420,168,0.08333333333333333,0
COPB2,PD,11,4,420,100,0.04,0
COPB2,PD,12,28,420,239,0.11715481171548117,0
COPB2,PD,13,12,420,210,0.05714285714285714,0
COPB2,PD,14,1,420,38,0.02631578947368421,0
COPB2,PD,15,0,420,5,0.0,0
COPB2,PD,16,6,420,111,0.05405405405405406,0
COPB2,PD,17,6,420,144,0.041666666666666664,0
COPB2,PD,18,0,420,11,0.0,0
COPB2,PD,19,2,420,67,0.029850746268656716,0
COPB2,PD,20,1,420,44,0.022727272727272728,0
COPB2,PD,21,21,420,296,0.07094594594594594,0
COPB2,PD,22,8,420,181,0.04419889502762431,0
CALM2,PD,0,1,220,60,0.016666666666666666,0
CALM2,PD,1,7,220,299,0.023411371237458192,0
CALM2,PD,2,0,220,196,0.0,0
CALM2,PD,3,5,220,153,0.032679738562091505,0
CALM2,PD,4,8,220,300,0.02666666666666667,0
CALM2,PD,5,2,220,148,0.013513513513513514,0
CALM2,PD,6,2,220,101,0.019801980198019802,0
CALM2,PD,7,2,220,133,0.015037593984962405,0
CALM2,PD,8,2,220,127,0.015748031496062992,0
CALM2,PD,9,0,220,6,0.0,0
CALM2,PD,10,6,220,168,0.03571428571428571,0
CALM2,PD,11,0,220,100,0.0,0
CALM2,PD,12,23,220,239,0.09623430962343096,0
CALM2,PD,13,7,220,210,0.03333333333333333,0
CALM2,PD,14,0,220,38,0.0,0
CALM2,PD,15,0,220,5,0.0,0
CALM2,PD,16,4,220,111,0.036036036036036036,0
CALM2,PD,17,5,220,144,0.034722222222222224,0
CALM2,PD,18,1,220,11,0.09090909090909091,0
CALM2,PD,19,1,220,67,0.014925373134328358,0
CALM2,PD,20,1,220,44,0.022727272727272728,0
CALM2,PD,21,7,220,296,0.02364864864864865,0
CALM2,PD,22,7,220,181,0.03867403314917127,0
AZGP1,PD,0,2,150,60,0.03333333333333333,0
AZGP1,PD,1,10,150,299,0.033444816053511704,0
AZGP1,PD,2,5,150,196,0.025510204081632654,0
AZGP1,PD,3,3,150,153,0.0196078431372549,0
AZGP1,PD,4,4,150,300,0.013333333333333334,0
AZGP1,PD,5,3,150,148,0.02027027027027027,0
AZGP1,PD,6,4,150,101,0.039603960396039604,0
AZGP1,PD,7,2,150,133,0.015037593984962405,0
