disease,species,module_id,module_size,node_conservation,edge_conservation,edges_evaluated,edges_conserved,topology_conservation
BC,mouse,11,18,0.8333333333333334,0.0,14,0,0.0
BC,yeast,11,18,0.3333333333333333,,0,0,0.0
BC,fly,11,18,0.6666666666666666,0.36363636363636365,11,4,0.6818181818181819
BC,mouse,12,37,0.972972972972973,0.09090909090909091,44,4,0.5434782608695652
BC,yeast,12,37,0.1891891891891892,,0,0,0.0
BC,fly,12,37,0.4864864864864865,0.1111111111111111,9,1,0.5625
BC,mouse,13,45,0.9111111111111111,0.2926829268292683,41,12,0.6463414634146342
BC,yeast,13,45,0.28888888888888886,0.375,8,3,0.5416666666666666
BC,fly,13,45,0.5111111111111111,0.0625,16,1,0.5208333333333334
BC,mouse,14,128,0.9140625,0.06299212598425197,127,8,0.5256410256410257
BC,yeast,14,128,0.2265625,0.0,12,0,0.5
BC,fly,14,128,0.53125,0.10256410256410256,39,4,0.5229007633587787
BC,mouse,15,36,0.9444444444444444,0.0,33,0,0.0
BC,yeast,15,36,0.1111111111111111,,0,0,0.0
BC,fly,15,36,0.5,0.058823529411764705,17,1,0.5147058823529411
BC,mouse,16,203,0.8866995073891626,0.05734767025089606,279,16,0.527027027027027
BC,yeast,16,203,0.29064039408866993,0.43661971830985913,71,31,0.6435185185185185
BC,fly,16,203,0.5123152709359606,0.027777777777777776,144,4,0.5106951871657754
BC,mouse,17,59,0.8813559322033898,0.19607843137254902,51,10,0.5961538461538461
BC,yeast,17,59,0.22033898305084745,0.3333333333333333,12,4,0.6
BC,fly,17,59,0.6271186440677966,0.1388888888888889,36,5,0.5348837209302325
BC,mouse,18,45,0.9777777777777777,0.0,43,0,0.0
BC,yeast,18,45,0.17777777777777778,0.14285714285714285,7,1,0.5714285714285714
BC,fly,18,45,0.5111111111111111,0.0,7,0,0.0
BC,mouse,19,6,0.5,0.0,2,0,0.0
BC,yeast,19,6,0.0,,0,0,0.0
BC,fly,19,6,0.0,,0,0,0.0
BC,mouse,20,83,0.8433734939759037,0.0,69,0,0.0
BC,yeast,20,83,0.060240963855421686,,0,0,0.0
BC,fly,20,83,0.4457831325301205,0.16666666666666666,36,6,0.5060728744939271
BC,mouse,21,16,0.9375,0.2857142857142857,14,4,0.6428571428571428
BC,yeast,21,16,0.3125,,0,0,0.0
BC,fly,21,16,0.875,,0,0,0.0
