disease,species,module_id,human_gene,ortholog_in_network,degree_in_target
AD,mouse,0,MRPL3,Mrpl3,1
AD,mouse,0,PLRG1,Plrg1,1
AD,mouse,0,ITGB3,Itgb3,2
AD,mouse,0,PRICKLE2,Prickle2,1
AD,mouse,0,TRIP6,Trip6,1
AD,mouse,0,PNKD,Pnkd,1
AD,mouse,0,SIGMAR1,Sigmar1,1
AD,mouse,0,ACADL,Acadl,1
AD,mouse,0,PIKFYVE,Pikfyve,1
AD,mouse,0,GABARAPL2,Gabarapl2,1
AD,mouse,0,APBB3,Apbb3,1
AD,mouse,0,APP,App,179
AD,mouse,0,AK1,Ak1,1
AD,mouse,0,ZC2HC1A,Zc2hc1a,2
AD,mouse,0,RPS18,Rps18,1
AD,mouse,0,FAM117B,Fam117b,1
AD,mouse,0,OPA1,Opa1,1
AD,mouse,0,FBXL2,Fbxl2,1
AD,mouse,0,FGF12,Fgf12,1
AD,mouse,0,FILIP1,Filip1,1
AD,mouse,0,MRPL24,Mrpl24,1
AD,mouse,0,MTFMT,Mtfmt,1
AD,mouse,0,HAUS6,Haus6,1
AD,mouse,0,PLP1,Plp1,2
AD,mouse,0,PHACTR4,Phactr4,2
AD,mouse,0,CPEB1,Cpeb1,1
AD,mouse,0,ALB,Alb,5
AD,mouse,0,SYNCRIP,Syncrip,2
AD,mouse,0,GAPDHS,Gapdhs,7
AD,mouse,0,TAF6,Taf6,1
AD,mouse,0,IFIT3,Ifit3,1
AD,mouse,0,UBA5,Uba5,2
AD,mouse,0,NAE1,Nae1,1
AD,mouse,0,MAFF,Maff,1
AD,mouse,0,CRIP2,Crip2,1
AD,mouse,0,COL25A1,Col25a1,1
AD,mouse,1,SMG9,Smg9,1
AD,mouse,1,GNAI1,Gnai1,1
AD,mouse,1,FAM114A2,Fam114a2,1
AD,mouse,1,PEX19,Pex19,1
AD,mouse,1,CAMK1,Camk1,1
AD,mouse,1,CKAP5,Ckap5,1
AD,mouse,1,GNAZ,Gnaz,1
AD,mouse,1,EPHA1,Epha1,1
AD,mouse,1,KIF14,Kif14,1
AD,mouse,1,SMG8,Smg8,1
AD,mouse,1,NUCB1,Nucb1,1
AD,mouse,1,BCL2L11,Bcl2l11,1
AD,mouse,1,EIF2B5,Eif2b5,1
AD,mouse,2,GGA2,Gga2,1
AD,mouse,2,CANX,Canx,9
AD,mouse,2,CAMSAP3,Camsap3,2
AD,mouse,2,TBC1D4,Tbc1d4,1
AD,mouse,2,ECE1,Ece1,3
AD,mouse,2,HSPA5,Hspa5,6
AD,mouse,2,CLTA,Clta,3
AD,mouse,2,HMOX1,Hmox1,6
AD,mouse,2,ADAM10,Adam10,202
AD,mouse,2,SYP,Syp,3
AD,mouse,2,NCF2,Ncf2,4
AD,mouse,2,LINGO1,Lingo1,1
AD,mouse,2,NBN,Nbn,1
AD,mouse,2,CTSD,Ctsd,11
AD,mouse,2,TSPAN15,Tspan15,1
AD,mouse,2,APBB1,Apbb1,12
AD,mouse,2,GRHPR,Grhpr,1
AD,mouse,2,FKBP15,Fkbp15,1
AD,mouse,2,PGRMC2,Pgrmc2,1
AD,mouse,2,FANCC,Fancc,1
AD,mouse,2,PGRMC1,Pgrmc1,13
AD,mouse,2,SNAP91,Snap91,3
AD,mouse,2,GGA1,Gga1,2
AD,mouse,2,LRPAP1,Lrpap1,10
AD,mouse,2,ADAMTS1,Adamts1,3
AD,mouse,2,FLOT1,Flot1,3
AD,mouse,2,ATM,Atm,1
AD,mouse,2,RAC1,Rac1,1
AD,mouse,2,PIK3C2A,Pik3c2a,1
AD,mouse,2,RAPGEF2,Rapgef2,1
AD,mouse,2,MAP2K7,Map2k7,1
AD,mouse,2,GAK,Gak,2
AD,mouse,2,HERC2,Herc2,1
AD,mouse,2,GSTP1,"Gstp1, Gstp2",15
AD,mouse,2,AP2B1,Ap2b1,4
AD,mouse,2,DHCR24,Dhcr24,2
AD,mouse,2,NCF1,Ncf1,1
AD,mouse,2,GTSE1,Gtse1,1
AD,mouse,2,CLTC,Cltc,6
AD,mouse,2,GNAI2,Gnai2,1
AD,mouse,2,RPN1,Rpn1,1
AD,mouse,2,HUWE1,Huwe1,5
AD,mouse,2,MAPK8,Mapk8,5
AD,mouse,2,VAPA,Vapa,1
AD,mouse,2,LMNA,Lmna,1
AD,mouse,2,ARF6,Arf6,1
AD,mouse,2,Rnf157,Rnf157,1
AD,mouse,2,WDR41,Wdr41,1
AD,mouse,2,WWOX,Wwox,7
AD,mouse,2,PRDX6,Prdx6,3
AD,mouse,2,TBC1D2B,Tbc1d2b,1
AD,mouse,2,STAMBPL1,Stambpl1,1
AD,mouse,2,KAT5,Kat5,1
AD,mouse,2,ELMO1,Elmo1,1
AD,mouse,2,SIAH2,Siah2,2
AD,mouse,2,MAPK8IP2,Mapk8ip2,2
AD,mouse,2,SCAMP3,Scamp3,3
AD,mouse,2,SERPINE2,Serpine2,8
AD,mouse,2,DHCR7,Dhcr7,3
AD,mouse,2,CTSS,Ctss,1
AD,mouse,2,EGFR,Egfr,3
AD,mouse,2,HMGCR,Hmgcr,3
AD,mouse,2,APBB2,Apbb2,8
AD,mouse,2,RAB5C,Rab5c,1
AD,mouse,2,IGF2R,Igf2r,12
AD,mouse,2,TFCP2,Tfcp2,1
AD,mouse,2,LRP8,Lrp8,15
AD,mouse,2,AP2M1,Ap2m1,3
AD,mouse,2,SF3A1,Sf3a1,2
AD,mouse,2,APBA1,Apba1,1
AD,mouse,2,CLTB,Cltb,3
AD,mouse,2,ATP6V0D1,Atp6v0d1,3
AD,mouse,2,CDC42,Cdc42,2
AD,mouse,2,PICALM,Picalm,13
AD,mouse,2,PABPC1,Pabpc2,1
AD,mouse,2,ROCK2,Rock2,4
AD,mouse,2,HRAS,Hras,2
AD,mouse,2,RALBP1,Ralbp1,1
AD,mouse,2,UCHL5,Uchl5,3
AD,mouse,2,EPS15,Eps15,2
AD,mouse,2,NEDD4L,Nedd4l,1
AD,mouse,2,PRKACA,Prkaca,2
AD,mouse,2,MAPK8IP1,Mapk8ip1,3
AD,mouse,2,DPP4,Dpp4,2
AD,mouse,2,CLINT1,Clint1,2
AD,mouse,2,LDHB,Ldhb,2
AD,mouse,2,RAP1GDS1,Rap1gds1,1
AD,mouse,2,PLA2G4A,Pla2g4a,1
AD,mouse,2,VAPB,Vapb,2
AD,mouse,2,POR,Por,1
AD,mouse,2,DVL1,Dvl1,2
AD,mouse,2,APLP2,Aplp2,3
AD,mouse,2,SLC12A2,Slc12a2,2
AD,mouse,2,SLC30A6,Slc30a6,2
AD,mouse,2,NUDT21,Nudt21,1
AD,mouse,2,SMAD3,Smad3,1
AD,mouse,3,RANBP1,Ranbp1,1
AD,mouse,3,PCBP1,Pcbp1,3
AD,mouse,3,GSPT1,Gspt1,2
AD,mouse,3,TTC1,Ttc1,1
AD,mouse,3,NUP98,Nup98,1
AD,mouse,3,HSPH1,Hsph1,2
AD,mouse,3,PIK3C3,Pik3c3,1
AD,mouse,3,CDV3,Cdv3,1
AD,mouse,3,LYPLA2,Lypla2,1
AD,mouse,3,DNAJB6,Dnajb6,1
AD,mouse,3,EFHD2,Efhd2,3
AD,mouse,3,PSMD14,Psmd14,2
AD,mouse,3,VBP1,Vbp1,2
AD,mouse,3,MAP2K2,Map2k2,1
AD,mouse,3,WNK1,Wnk1,1
AD,mouse,3,TAGLN,Tagln,1
AD,mouse,3,TOMM34,Tomm34,1
AD,mouse,3,DSP,Dsp,1
AD,mouse,3,UBAP2,Ubap2,1
AD,mouse,3,PDLIM5,Pdlim5,1
AD,mouse,3,LGALS1,Lgals1,1
AD,mouse,3,SH2D1B,Sh2d1b2,1
AD,mouse,3,PSME3,Psme3,2
AD,mouse,3,PCCA,Pcca,1
AD,mouse,3,ACACA,Acaca,1
AD,mouse,3,DNAJA4,Dnaja4,1
AD,mouse,3,UBR1,Ubr1,1
AD,mouse,3,DNAJB4,Dnajb4,1
AD,mouse,3,RBX1,Rbx1,1
AD,mouse,3,LASP1,Lasp1,1
AD,mouse,3,TUFM,Tufm,1
AD,mouse,3,SLK,Slk,1
AD,mouse,3,COPS6,Cops6,1
AD,mouse,3,SMAP1,Smap1,1
AD,mouse,3,PC,Pcx,1
AD,mouse,3,ADRM1,Adrm1,1
AD,mouse,3,SPAG1,Spag1,1
AD,mouse,3,RC3H1,Rc3h1,1
AD,mouse,3,MVP,Mvp,1
AD,mouse,3,HSPA1L,Hspa1l,2
AD,mouse,3,ECE2,Ece2,5
AD,mouse,3,EDRF1,Edrf1,1
AD,mouse,3,PTPN23,Ptpn23,2
AD,mouse,3,MTAP,Mtap,1
AD,mouse,3,PPP1R12A,Ppp1r12a,1
AD,mouse,3,HSPA1A,"Hspa1a, Hspa1b",47
AD,mouse,3,KIAA1671,2900026A02Rik,1
AD,mouse,3,PDAP1,Pdap1,2
AD,mouse,3,NACA,Naca,1
AD,mouse,3,KDM1A,Kdm1a,3
AD,mouse,3,CTTNBP2NL,Cttnbp2nl,1
AD,mouse,4,TRIM3,Trim3,1
AD,mouse,4,DPYSL2,Dpysl2,148
AD,mouse,4,RUVBL1,Ruvbl1,2
AD,mouse,4,Dctn2,Dctn2,3
AD,mouse,4,VSNL1,Vsnl1,5
AD,mouse,4,ENSA,Ensa,1
AD,mouse,4,MTM1,Mtm1,1
AD,mouse,4,SLC6A3,Slc6a3,1
AD,mouse,4,PRSS1,Try10,1
AD,mouse,4,DPYSL4,Dpysl4,1
AD,mouse,4,AP2A1,Ap2a1,6
AD,mouse,4,SLC6A4,Slc6a4,3
AD,mouse,4,ARSA,Arsa,1
AD,mouse,4,CRMP1,Crmp1,1
AD,mouse,4,PRDX2,Prdx2,5
AD,mouse,4,Ndufb6,Ndufb6,1
AD,mouse,4,DNAJB1,Dnajb1,2
AD,mouse,4,SCYL1,Scyl1,1
AD,mouse,4,PDK1,Pdk1,1
AD,mouse,4,ITCH,Itch,2
AD,mouse,4,FASN,Fasn,1
AD,mouse,4,BDH2,Bdh2,1
AD,mouse,4,PCLO,Pclo,1
AD,mouse,4,GSTO1,Gsto1,7
AD,mouse,4,NUDT9,Nudt9,1
AD,mouse,4,Atp6v0a1,Atp6v0a1,4
AD,mouse,4,TUBB,Tubb5,2
AD,mouse,4,POLR2M,Polr2m,1
AD,mouse,4,Basp1,Basp1,1
AD,mouse,4,CUL4A,Cul4a,3
AD,mouse,4,E2F1,E2f1,3
AD,mouse,4,BAG3,Bag3,5
AD,mouse,4,Gnao1,Gnao1,7
AD,mouse,4,UBE2O,Ube2o,2
AD,mouse,4,ATAD1,Atad1,3
AD,mouse,4,IL1A,Il1a,1
AD,mouse,4,Ap1b1,Ap1b1,1
AD,mouse,4,Tmod2,Tmod2,1
AD,mouse,4,TNFAIP3,Tnfaip3,2
AD,mouse,4,CUL3,Cul3,2
AD,mouse,4,CALU,Calu,2
AD,mouse,4,VAMP2,Vamp2,4
AD,mouse,4,PSMC3,Psmc3,1
AD,mouse,4,MYH9,Myh9,2
AD,mouse,4,RIN3,Rin3,1
AD,mouse,4,FXR1,Fxr1,3
AD,mouse,4,DDX17,Ddx17,1
AD,mouse,4,NDN,Ndn,3
AD,mouse,4,SHANK3,Shank3,11
AD,mouse,4,SPG21,Spg21,1
AD,mouse,4,GLB1,Glb1,3
AD,mouse,4,CLIP1,Clip1,1
AD,mouse,4,NUMB,Numb,2
AD,mouse,4,DPYSL3,Dpysl3,4
AD,mouse,4,SUCLG2,Suclg2,1
AD,mouse,4,DPP9,Dpp9,1
AD,mouse,4,SNX4,Snx4,1
AD,mouse,4,SNCA,Snca,48
AD,mouse,4,AMPH,Amph,2
AD,mouse,4,SYN1,Syn1,6
AD,mouse,4,TPPP,Tppp,3
AD,mouse,4,HNRNPL,Hnrnpl,2
AD,mouse,4,NBR1,Nbr1,2
AD,mouse,4,PREP,Prep,1
AD,mouse,4,BIN1,Bin1,1096
AD,mouse,4,SQSTM1,Sqstm1,4
AD,mouse,4,SNCB,Sncb,2
AD,mouse,4,HK1,Hk1,1
AD,mouse,4,DPYSL5,Dpysl5,2
AD,mouse,4,MT3,Mt3,7
AD,mouse,4,ACTB,Actb,8
AD,mouse,4,CHMP4B,Chmp4b,3
AD,mouse,4,FSD1,Fsd1,2
AD,mouse,4,EHBP1L1,Ehbp1l1,1
AD,mouse,4,CAP1,Cap1,1
AD,mouse,4,ARID1B,Arid1b,1
AD,mouse,4,SYNE2,Syne2,1
AD,mouse,4,SPRED2,Spred2,23
AD,mouse,4,EP300,Ep300,5
AD,mouse,5,NT5C1A,Nt5c1a,1
AD,mouse,5,KANK2,Kank2,1
AD,mouse,5,EIF3H,Eif3h,1
AD,mouse,5,TTC28,Ttc28,1
AD,mouse,5,ENAH,Enah,3
AD,mouse,5,ABL2,Abl2,1
AD,mouse,5,MPO,Mpo,2
AD,mouse,5,WAS,Was,1
AD,mouse,5,HNRNPK,Hnrnpk,3
AD,mouse,5,SH3PXD2B,Sh3pxd2b,1
AD,mouse,5,WASF3,Wasf3,1
AD,mouse,5,ITGB2,Itgb2,2
AD,mouse,5,VASP,Vasp,1
AD,mouse,5,TNIK,Tnik,10
AD,mouse,5,SEMA6A,Sema6a,1
AD,mouse,5,WIPF3,Wipf3,1
AD,mouse,5,CYFIP1,Cyfip1,6
AD,mouse,5,RAPH1,Raph1,1
AD,mouse,5,GIT2,Git2,1
AD,mouse,5,WIPF2,Wipf2,1
AD,mouse,5,GIT1,Git1,1
AD,mouse,5,ZBTB7B,Zbtb7b,2
AD,mouse,5,EVL,Evl,2
AD,mouse,5,SHB,Shb,1
AD,mouse,5,CYFIP2,Cyfip2,5
AD,mouse,5,PAK1,Pak1,2
AD,mouse,5,ABI3,Abi3,5
AD,mouse,5,HOMER1,Homer1,5
AD,mouse,5,VARS2,Vars2,1
AD,mouse,5,ARHGEF7,Arhgef7,1
AD,mouse,5,EFNB1,Efnb1,2
AD,mouse,5,BCL11A,Bcl11a,1
AD,mouse,5,WASF1,Wasf1,4
AD,mouse,5,EZR,Ezr,1
AD,mouse,5,NCKAP1,Nckap1,5
AD,mouse,5,NCL,Ncl,2
AD,mouse,5,FLNA,Flna,1
AD,mouse,5,PEAK1,Peak1,1
AD,mouse,5,ABI1,Abi1,4
AD,mouse,5,PAK2,Pak2,1
AD,mouse,5,NCK2,Nck2,21
AD,mouse,6,L1CAM,L1cam,3
AD,mouse,6,CSNK2A1,Csnk2a1,1
AD,mouse,6,RPH3A,Rph3a,2
AD,mouse,6,AGT,Agt,1
AD,mouse,6,DDX5,Ddx5,1
AD,mouse,6,ANXA7,Anxa7,2
AD,mouse,6,CIRBP,Cirbp,1
AD,mouse,6,ATP6V1A,Atp6v1a,5
AD,mouse,6,RAB5A,Rab5a,2
AD,mouse,6,EIF4G2,Eif4g2,2
AD,mouse,6,AURKB,Aurkb,1
AD,mouse,6,LETM1,Letm1,2
AD,mouse,6,PSMD1,Psmd1,2
AD,mouse,6,MAPRE2,Mapre2,1
AD,mouse,6,PACSIN2,Pacsin2,1
AD,mouse,6,TLN1,Tln1,1
AD,mouse,6,AGAP3,Agap3,1
AD,mouse,6,NOS2,Nos2,1
AD,mouse,6,SRGAP2,Srgap2,1
AD,mouse,6,NPTN,Nptn,1
AD,mouse,6,SLC2A1,Slc2a1,1
AD,mouse,6,EPS15L1,Eps15l1,1
AD,mouse,6,ATP2B3,Atp2b3,1
AD,mouse,6,AAK1,Aak1,3
AD,mouse,6,MAG,Mag,2
AD,mouse,6,ATP2B1,Atp2b1,1
AD,mouse,6,CIT,Cit,2
AD,mouse,6,GPS1,Gps1,2
AD,mouse,6,CALM1,Calm1,34
AD,mouse,6,IDH3A,Idh3a,4
AD,mouse,6,AKAP9,Akap9,1
AD,mouse,6,PABPC4,Pabpc4,1
AD,mouse,6,SYNJ1,Synj1,3
AD,mouse,6,TNC,Tnc,1
AD,mouse,6,ISYNA1,Isyna1,2
AD,mouse,6,KCNMA1,Kcnma1,185
AD,mouse,6,ATIC,Atic,2
AD,mouse,6,CAV3,Cav3,1
AD,mouse,6,TRIO,Trio,1
AD,mouse,6,ATP1B1,Atp1b1,4
AD,mouse,6,PLCB1,Plcb1,3
AD,mouse,6,TLN2,Tln2,1
AD,mouse,6,RALA,Rala,1
AD,mouse,6,AGTR1,Agtr1a,3
AD,mouse,6,UBR4,Ubr4,1
AD,mouse,6,TSC2,Tsc2,1
AD,mouse,6,KIF1A,Kif1a,1
AD,mouse,6,PTGS2,Ptgs2,2
AD,mouse,6,TSN,Tsn,2
AD,mouse,6,EIF4A2,Eif4a2,2
AD,mouse,6,ATP2B4,Atp2b4,2
AD,mouse,6,BSN,Bsn,1
AD,mouse,6,SLC4A10,Slc4a10,1
AD,mouse,6,TNPO1,Tnpo1,1
AD,mouse,6,GRM5,Grm5,1
AD,mouse,6,TJP2,Tjp2,1
AD,mouse,6,CAMK2B,Camk2b,3
AD,mouse,6,KCNQ2,Kcnq2,1
AD,mouse,6,ATP1A2,Atp1a2,1
AD,mouse,6,ATP1A3,Atp1a3,3
AD,mouse,6,CEP290,Cep290,2
AD,mouse,6,IDH2,Idh2,3
AD,mouse,6,ANXA6,Anxa6,1
AD,mouse,6,PRNP,Prnp,65
AD,mouse,6,CLIP2,Clip2,2
AD,mouse,6,IDH1,Idh1,1
AD,mouse,6,MAGI1,Magi1,1
AD,mouse,6,PSMC1,Psmc1,2
AD,mouse,6,SNRPA,Snrpa,1
AD,mouse,6,ACE,Ace,3
AD,mouse,6,STIM1,Stim1,1
AD,mouse,6,SCAMP1,Scamp1,1
AD,mouse,6,AHCY,Ahcy,1
AD,mouse,6,GPM6A,Gpm6a,2
AD,mouse,6,AMER2,Amer2,1
AD,mouse,6,GDI1,Gdi1,2
AD,mouse,6,FHL1,Fhl1,2
AD,mouse,6,SRCIN1,Srcin1,3
AD,mouse,6,ACTR1A,Actr1a,4
AD,mouse,6,ALDH5A1,Aldh5a1,1
AD,mouse,6,SORBS1,Sorbs1,4
AD,mouse,6,ALAD,Alad,1
AD,mouse,6,AQP4,Aqp4,1
AD,mouse,6,RAD23B,Rad23b,1
AD,mouse,6,LDHA,Ldha,1
AD,mouse,6,OBSL1,Obsl1,1
AD,mouse,6,TOM1,Tom1,1
AD,mouse,6,ARRB2,Arrb2,3
AD,mouse,6,DAPK1,Dapk1,1
AD,mouse,6,IQCB1,Iqcb1,1
AD,mouse,6,UNC13B,Unc13b,1
AD,mouse,6,PSMD6,Psmd6,2
AD,mouse,6,XRCC5,Xrcc5,1
AD,mouse,6,ARF1,Arf1,1
AD,mouse,6,GPHN,Gphn,2
AD,mouse,6,RLIM,Rlim,1
AD,mouse,6,SGIP1,Sgip1,4
AD,mouse,6,OSTF1,Ostf1,1
AD,mouse,7,DBN1,Dbn1,3
AD,mouse,7,RAB3A,Rab3a,2
AD,mouse,7,CKB,Ckb,2
AD,mouse,7,PRKAR2B,Prkar2b,1
AD,mouse,7,PON3,Pon3,2
AD,mouse,7,PPP2CB,Ppp2cb,2
AD,mouse,7,CTNNA2,Ctnna2,2
AD,mouse,7,CLOCK,Clock,30
AD,mouse,7,CRY2,Cry2,1
AD,mouse,7,KIF5A,Kif5a,1
AD,mouse,7,YWHAB,Ywhab,3
AD,mouse,7,LRSAM1,Lrsam1,1
AD,mouse,7,LPXN,Lpxn,2
AD,mouse,7,CALR,Calr,3
AD,mouse,7,CTNNB1,Ctnnb1,8
AD,mouse,7,PPP2R2B,Ppp2r2b,7
AD,mouse,7,KLC2,Klc2,2
AD,mouse,7,MAPK9,Mapk9,2
AD,mouse,7,PSMC2,Psmc2,1
AD,mouse,7,KIF5B,Kif5b,2
AD,mouse,7,Suds3,Suds3,1
AD,mouse,7,PPP1CC,Ppp1cc,6
AD,mouse,7,PPP1CA,Ppp1ca,6
AD,mouse,7,CDK5R1,Cdk5r1,4
AD,mouse,7,CCDC6,Ccdc6,11
AD,mouse,7,SRGAP3,Srgap3,1
AD,mouse,7,PRKAR2A,Prkar2a,3
AD,mouse,7,MAPK8IP3,Mapk8ip3,1
AD,mouse,7,STXBP1,Stxbp1,8
AD,mouse,7,PPP4C,Ppp4c,1
AD,mouse,7,PPP2R2D,Ppp2r2d,1
AD,mouse,7,NDEL1,Ndel1,1
AD,mouse,7,PPME1,Ppme1,1
AD,mouse,7,ATP6V1H,Atp6v1h,1
AD,mouse,7,G3BP2,G3bp2,1
AD,mouse,7,PPP1CB,Ppp1cb,1
AD,mouse,7,CSNK1A1,Csnk1a1,1
AD,mouse,7,SYNM,Synm,1
AD,mouse,7,RHOA,Rhoa,1
AD,mouse,7,SNAPIN,Snapin,1
AD,mouse,7,CHRNA7,Chrna7,2
AD,mouse,7,NUB1,Nub1,1
AD,mouse,7,RPS14,Rps14,1
AD,mouse,7,PPIB,Ppib,4
AD,mouse,7,BRSK1,Brsk1,3
AD,mouse,7,PDCD5,Pdcd5,1
AD,mouse,7,MAP7D1,Map7d1,1
AD,mouse,7,CCDC102A,Ccdc102a,1
AD,mouse,7,CDK5,Cdk5,40
AD,mouse,7,TRIM11,Trim11,1
AD,mouse,7,CEP170,Cep170,1
AD,mouse,7,UBA1,Uba1,3
AD,mouse,7,PPP2R1A,Ppp2r1a,3
AD,mouse,7,SCRN1,Scrn1,2
AD,mouse,7,CABLES2,Cables2,1
AD,mouse,7,KIF5C,Kif5c,3
AD,mouse,7,PACSIN1,Pacsin1,1
AD,mouse,7,FIBP,Fibp,2
AD,mouse,7,CLSTN1,Clstn1,3
AD,mouse,7,KLK6,Klk6,1
AD,mouse,7,MRPS34,Mrps34,1
AD,mouse,7,MAPK11,Mapk11,3
AD,mouse,7,MAP2,Map2,3
AD,mouse,7,DCTN1,Dctn1,1
AD,mouse,7,CCT8,Cct8,2
AD,mouse,7,NUDC,Nudc,2
AD,mouse,7,YWHAE,Ywhae,7
AD,mouse,7,KLC1,Klc1,17
AD,mouse,7,NAPB,Napb,2
AD,mouse,7,TAGLN3,Tagln3,1
AD,mouse,7,BAG1,Bag1,3
AD,mouse,7,NECAB1,Necab1,1
AD,mouse,7,CCT5,Cct5,2
AD,mouse,7,PRKCB,Prkcb,2
AD,mouse,7,HNRNPA2B1,Hnrnpa2b1,1
AD,mouse,7,ARF4,Arf4,1
AD,mouse,7,TIA1,Tia1,6
AD,mouse,7,RARA,Rara,2
AD,mouse,7,TRIM28,Trim28,2
AD,mouse,7,PPP2CA,Ppp2ca,4
AD,mouse,7,MAPT,Mapt,337
AD,mouse,7,CNN3,Cnn3,1
AD,mouse,7,SLC1A2,Slc1a2,2
AD,mouse,7,OXCT1,Oxct1,1
AD,mouse,7,TCP1,Tcp1,2
AD,mouse,7,RAB10,Rab10,1
AD,mouse,7,YWHAG,Ywhag,2
AD,mouse,7,CDK2,Cdk2,1
AD,mouse,7,ACLY,Acly,2
AD,mouse,7,CCT3,Cct3,2
AD,mouse,7,SKA3,Ska3,1
AD,mouse,7,PCNA,Pcna,2
AD,mouse,7,SFXN5,Sfxn5,1
AD,mouse,7,LRRK2,Lrrk2,4
AD,mouse,7,USP5,Usp5,3
AD,mouse,7,BAP1,Bap1,1
AD,mouse,7,CDKN1B,Cdkn1b,2
AD,mouse,7,GNPNAT1,Gnpnat1,1
AD,mouse,7,YWHAZ,Ywhaz,10
AD,mouse,7,CDK5RAP2,Cdk5rap2,1
AD,mouse,7,HDAC1,Hdac1,1
AD,mouse,7,YWHAH,Ywhah,3
AD,mouse,7,FBXO42,Fbxo42,1
AD,mouse,7,CDK16,Cdk16,1
AD,mouse,8,KAT2A,Kat2a,1
AD,mouse,8,AGFG1,Agfg1,1
AD,mouse,8,PGR,Pgr,2
AD,mouse,8,PPM1B,Ppm1b,2
AD,mouse,8,POU4F1,Pou4f1,1
AD,mouse,8,CEBPB,Cebpb,3
AD,mouse,8,DSG1,Dsg1a,1
AD,mouse,8,CHD9,Chd9,1
AD,mouse,8,ARID5A,Arid5a,1
AD,mouse,8,MED14,Med14,1
AD,mouse,8,EPAS1,Epas1,1
AD,mouse,8,PGK2,Pgk2,1
AD,mouse,8,NCOA1,Ncoa1,2
AD,mouse,8,FMR1,Fmr1,10
AD,mouse,8,SRPK2,Srpk2,1
AD,mouse,8,CUEDC2,Cuedc2,1
AD,mouse,8,RAD50,Rad50,2
AD,mouse,8,MRPS22,Mrps22,1
AD,mouse,8,PSMC5,Psmc5,3
AD,mouse,8,SRPK1,Srpk1,1
AD,mouse,8,G3BP1,G3bp1,1
AD,mouse,8,SNRPE,Snrpe,1
AD,mouse,8,SRSF2,Srsf2,1
AD,mouse,8,POLR2E,Polr2e,1
AD,mouse,8,DAP3,Dap3,1
AD,mouse,8,GRIP1,Grip1,2
AD,mouse,8,ESR2,Esr2,2
AD,mouse,8,NR1H2,Nr1h2,1
AD,mouse,8,NCOA4,Ncoa4,1
AD,mouse,8,CCAR2,Ccar2,1
AD,mouse,8,SP1,Sp1,1
AD,mouse,8,CHAT,Chat,1
AD,mouse,8,PURB,Purb,1
AD,mouse,8,STAT1,Stat1,3
AD,mouse,8,NCOR2,Ncor2,2
AD,mouse,8,SLAIN2,Slain2,1
AD,mouse,8,TRIM24,Trim24,1
AD,mouse,8,MRPS27,Mrps27,1
AD,mouse,8,PIN1,Pin1,3
AD,mouse,8,TRPS1,Trps1,1
AD,mouse,8,NSF,Nsf,3
AD,mouse,8,NPY,Npy,2
AD,mouse,8,EIF2AK2,Eif2ak2,17
AD,mouse,8,DHX9,Dhx9,2
AD,mouse,8,RAN,Ran,1
AD,mouse,8,KMT2A,Kmt2a,1
AD,mouse,8,PIAS1,Pias1,1
AD,mouse,8,ACTR3,Actr3,2
AD,mouse,8,STAT5A,Stat5a,1
AD,mouse,8,POU4F2,Pou4f2,1
AD,mouse,8,ACTR2,Actr2,1
AD,mouse,8,HDAC3,Hdac3,1
AD,mouse,8,EIF4A1,Eif4a1,1
AD,mouse,8,MYO5A,Myo5a,1
AD,mouse,8,FABP5,Fabp5,1
AD,mouse,8,PURA,Pura,1
AD,mouse,8,PPP5C,Ppp5c,7
AD,mouse,8,CTBP1,Ctbp1,3
AD,mouse,8,KDM4B,Kdm4b,1
AD,mouse,8,TRRAP,Trrap,1
AD,mouse,8,DNAJC3,Dnajc3,1
AD,mouse,8,ZMYND8,Zmynd8,1
AD,mouse,8,EP400,Ep400,1
AD,mouse,8,RPL10,Rpl10,1
AD,mouse,8,PTCD3,Ptcd3,1
AD,mouse,8,SPOP,Spop,9
AD,mouse,8,RPL7A,Rpl7a,1
AD,mouse,8,BYSL,Bysl,1
AD,mouse,8,ILF3,Ilf3,2
AD,mouse,8,PA2G4,Pa2g4,1
AD,mouse,8,CBR1,Cbr1,1
AD,mouse,8,ZNF598,Zfp598,1
AD,mouse,8,NCOA6,Ncoa6,5
AD,mouse,8,ESR1,Esr1,31
AD,mouse,8,STAU1,Stau1,1
AD,mouse,8,RPL28,Rpl28,1
AD,mouse,8,SIRT1,Sirt1,3
AD,mouse,8,AP2S1,Ap2s1,4
AD,mouse,8,TDG,Tdg,1
AD,mouse,8,EIF6,Eif6,1
AD,mouse,8,EIF2A,Eif2a,1
AD,mouse,8,MED1,Med1,2
AD,mouse,8,NOP2,Nop2,1
AD,mouse,8,RPL8,Rpl8,1
AD,mouse,8,ADAR,Adar,1
AD,mouse,8,MAP2K1,Map2k1,2
AD,mouse,8,SRSF6,Srsf6,2
AD,mouse,8,BCAS3,Bcas3,1
AD,mouse,8,PPARA,Ppara,17
AD,mouse,8,SMARCD3,Smarcd3,1
AD,mouse,8,HDAC4,Hdac4,6
AD,mouse,8,HDAC9,Hdac9,1
AD,mouse,8,PML,Pml,2
AD,mouse,8,KMT2D,Kmt2d,1
AD,mouse,8,SLC25A11,Slc25a11,3
AD,mouse,8,RBM39,Rbm39,1
AD,mouse,8,HSPA4,Hspa4,4
